duration	iti	trial_type	stim_file
3.2	3.4	visual	
0.5	5.0	visual/auditory	audio/Funshine.wav
3.8	4.1	motor	
3.7	4.0	motor/auditory	audio/Stereotype_News.wav
2.9	3.6	motor	
3.9	5.3	visual	
4.0	4.9	visual/auditory	audio/Bollywood_Groove.wav
3.9	4.4	motor/auditory	audio/Funshine.wav
1.0	6.7	visual	
3.7	6.1	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.7	3.6	motor	
3.5	5.6	visual/auditory	audio/Le_Baguette.wav
2.9	6.3	visual	
2.8	5.6	motor	
3.0	4.2	motor/auditory	audio/Breaking_Bollywood.wav
2.8	4.2	visual/auditory	audio/Shenzhen_Nightlife.wav
3.2	6.7	visual	
1.7	5.3	motor	
2.4	7.0	visual/auditory	audio/Ukulele_Song.wav
3.1	5.6	motor/auditory	audio/Desert_Conflict.wav
2.8	7.8	visual/auditory	audio/Coy_Koi.wav
1.6	4.2	visual	
2.9	5.7	motor	
0.6	3.7	motor/auditory	audio/Coy_Koi.wav
1.0	6.5	visual/auditory	audio/Improv_for_Evil.wav
3.0	3.7	visual	
2.9	4.6	motor	
2.9	3.0	motor/auditory	audio/Jack_The_Lumberer.wav
2.7	4.7	visual/auditory	audio/Jack_The_Lumberer.wav
2.8	5.7	motor	
1.1	3.3	motor/auditory	audio/Cumbish.wav
1.9	4.6	visual	
2.2	5.2	visual/auditory	audio/Bollywood_Groove.wav
3.7	2.6	motor	
3.1	3.2	motor/auditory	audio/Ukulele_Song.wav
0.8	4.5	visual	
1.2	3.7	motor/auditory	audio/Improv_for_Evil.wav
2.1	6.9	motor	
2.8	4.5	visual/auditory	audio/Coy_Koi.wav
3.5	5.1	visual	
2.3	3.6	motor	
3.7	3.9	visual	
3.8	4.2	motor/auditory	audio/Breaking_Bollywood.wav
1.2	4.0	visual/auditory	audio/Le_Baguette.wav
1.0	4.5	motor/auditory	audio/Bleu.wav
1.4	5.3	visual/auditory	audio/Le_Baguette.wav
1.1	4.5	motor	
2.4	4.4	visual	
1.2	5.2	visual/auditory	audio/Improv_for_Evil.wav
2.3	4.1	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.8	4.3	motor	
1.9	5.5	visual	
2.7	3.4	visual/auditory	audio/Desert_Conflict.wav
3.1	3.8	motor/auditory	audio/Bollywood_Groove.wav
4.0	4.3	motor	
2.3	5.8	visual	
1.6	6.0	motor/auditory	audio/Shenzhen_Nightlife.wav
1.9	4.4	visual	
2.0	4.1	motor	
3.3	14.6	visual/auditory	audio/Breaking_Bollywood.wav
