duration	iti	trial_type	stim_file
3.0	6.3	motor	
1.7	4.7	visual	
3.8	5.8	visual/auditory	audio/Funshine.wav
1.3	6.5	motor/auditory	audio/Ukulele_Song.wav
2.3	6.1	visual	
2.6	4.0	motor/auditory	audio/Bleu.wav
1.6	3.9	motor	
2.2	3.3	visual/auditory	audio/Funshine.wav
2.5	7.4	visual	
2.4	7.3	motor	
1.6	5.9	visual/auditory	audio/Improv_for_Evil.wav
3.5	4.0	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.6	6.7	visual/auditory	audio/Cumbish.wav
2.1	6.4	visual	
3.3	4.1	motor/auditory	audio/Bleu.wav
0.7	5.7	motor	
2.8	4.6	visual	
1.8	6.6	motor	
3.4	7.4	visual/auditory	audio/Jack_The_Lumberer.wav
1.3	4.5	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.0	2.7	visual	
1.5	2.5	motor/auditory	audio/Breaking_Bollywood.wav
2.5	4.2	motor	
2.1	4.3	visual/auditory	audio/Shenzhen_Nightlife.wav
2.3	5.0	motor/auditory	audio/Jack_The_Lumberer.wav
3.5	4.7	motor	
3.1	3.1	visual/auditory	audio/Desert_Conflict.wav
3.2	5.9	visual	
3.1	5.2	motor/auditory	audio/Shenzhen_Nightlife.wav
3.5	5.8	visual/auditory	audio/Coy_Koi.wav
2.3	3.6	motor	
1.7	6.7	visual	
1.6	6.9	motor	
2.0	3.7	motor/auditory	audio/Breaking_Bollywood.wav
0.8	3.8	visual	
2.5	3.5	visual/auditory	audio/Bleu.wav
1.4	3.9	motor	
2.7	7.0	visual	
2.0	2.7	visual/auditory	audio/Cumbish.wav
4.0	5.5	motor/auditory	audio/Jack_The_Lumberer.wav
2.5	4.0	visual/auditory	audio/Stereotype_News.wav
3.6	3.9	visual	
1.9	5.0	motor	
3.2	7.3	motor/auditory	audio/Bollywood_Groove.wav
1.2	6.8	visual/auditory	audio/Cumbish.wav
2.7	3.3	visual	
2.1	5.3	motor/auditory	audio/Bollywood_Groove.wav
2.3	3.7	motor	
4.0	3.7	visual	
2.4	5.0	motor	
2.4	2.9	visual/auditory	audio/Le_Baguette.wav
0.9	4.1	motor/auditory	audio/Ukulele_Song.wav
1.2	4.0	visual/auditory	audio/Le_Baguette.wav
0.8	3.9	visual	
1.3	6.3	motor/auditory	audio/Funshine.wav
2.9	4.7	motor	
3.1	5.4	motor/auditory	audio/Coy_Koi.wav
3.8	3.9	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.2	3.2	visual	
2.0	16.9	motor	
