duration	iti	trial_type	stim_file
1.3	5.2	visual	
1.4	6.7	visual/auditory	audio/Le_Baguette.wav
1.3	3.4	motor/auditory	audio/Bollywood_Groove.wav
3.4	6.6	motor	
3.5	3.7	visual/auditory	audio/Jack_The_Lumberer.wav
3.8	5.1	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.6	4.2	visual	
0.7	3.1	motor	
2.8	4.5	visual	
2.5	5.1	motor	
0.6	5.0	visual/auditory	audio/Ukulele_Song.wav
2.8	3.4	motor/auditory	audio/Bleu.wav
2.3	7.6	visual/auditory	audio/Coy_Koi.wav
2.5	5.6	visual	
2.5	4.8	motor	
2.4	5.3	motor/auditory	audio/Breaking_Bollywood.wav
2.4	4.5	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.5	3.2	motor/auditory	audio/Improv_for_Evil.wav
0.9	6.7	motor	
2.8	2.9	visual	
0.9	3.6	visual/auditory	audio/Funshine.wav
0.9	4.9	motor	
3.7	3.9	visual	
0.9	6.6	motor/auditory	audio/Cumbish.wav
3.1	2.9	visual/auditory	audio/Ukulele_Song.wav
2.3	4.5	visual	
3.6	3.2	motor/auditory	audio/Funshine.wav
2.4	3.6	motor	
1.5	7.7	motor/auditory	audio/Bollywood_Groove.wav
2.6	4.9	visual/auditory	audio/Stereotype_News.wav
2.7	5.7	visual	
2.5	6.6	motor	
3.4	4.7	visual	
0.6	3.7	motor	
2.9	4.9	motor/auditory	audio/Breaking_Bollywood.wav
2.4	3.3	visual/auditory	audio/Breaking_Bollywood.wav
2.5	4.0	motor	
1.4	5.4	visual	
3.4	4.0	visual/auditory	audio/Bleu.wav
2.9	3.6	motor/auditory	audio/Shenzhen_Nightlife.wav
2.1	5.9	visual	
1.5	4.9	motor	
2.2	3.8	motor/auditory	audio/Shenzhen_Nightlife.wav
3.0	3.8	visual/auditory	audio/Improv_for_Evil.wav
2.4	3.8	motor	
4.0	6.1	motor/auditory	audio/Le_Baguette.wav
3.7	4.5	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.5	7.1	visual	
3.2	7.9	motor/auditory	audio/Desert_Conflict.wav
3.9	4.3	visual	
1.5	6.4	motor	
3.4	7.6	visual/auditory	audio/Funshine.wav
2.9	3.9	visual	
2.4	3.7	motor	
2.2	3.8	motor/auditory	audio/Le_Baguette.wav
1.8	5.4	visual/auditory	audio/Bollywood_Groove.wav
3.8	3.4	motor/auditory	audio/Cumbish.wav
3.5	3.1	motor	
0.9	3.2	visual/auditory	audio/Jack_The_Lumberer.wav
3.4	19.2	visual	
