duration	iti	trial_type	stim_file
3.0	3.7	motor/auditory	audio/Breaking_Bollywood.wav
3.0	4.4	motor	
1.4	2.7	visual/auditory	audio/Desert_Conflict.wav
3.0	3.8	visual	
1.7	4.3	visual/auditory	audio/Funshine.wav
2.4	5.7	motor/auditory	audio/Shenzhen_Nightlife.wav
3.7	4.2	visual	
3.3	4.6	motor	
3.9	5.9	visual	
0.9	3.2	motor/auditory	audio/Shenzhen_Nightlife.wav
1.8	3.9	visual/auditory	audio/Breaking_Bollywood.wav
1.2	3.8	motor	
0.7	5.1	motor/auditory	audio/Le_Baguette.wav
1.5	4.6	visual/auditory	audio/Coy_Koi.wav
2.8	5.1	motor	
2.3	6.2	visual	
2.4	5.3	motor	
3.4	4.1	visual	
3.1	5.9	visual/auditory	audio/Bollywood_Groove.wav
1.7	7.1	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.8	5.5	motor	
2.2	4.5	visual/auditory	audio/Stereotype_News.wav
0.8	7.1	visual	
2.7	7.3	motor/auditory	audio/Coy_Koi.wav
3.6	4.4	visual	
1.0	5.5	motor/auditory	audio/Jack_The_Lumberer.wav
3.2	7.5	visual/auditory	audio/Funshine.wav
4.0	4.2	motor	
2.8	4.3	visual/auditory	audio/Le_Baguette.wav
3.6	3.8	motor/auditory	audio/Stereotype_News.wav
1.9	5.1	visual	
3.9	5.4	motor	
3.6	4.5	visual/auditory	audio/Bollywood_Groove.wav
0.7	3.2	motor	
3.9	5.3	visual	
2.0	3.5	motor/auditory	audio/Bleu.wav
4.0	6.8	motor	
2.7	2.7	motor/auditory	audio/Bleu.wav
0.6	3.9	visual	
1.1	6.1	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.1	3.6	motor/auditory	audio/Bollywood_Groove.wav
3.8	3.9	visual	
2.5	4.4	visual/auditory	audio/Desert_Conflict.wav
2.1	6.2	motor	
0.9	5.4	motor/auditory	audio/Breaking_Bollywood.wav
2.6	3.3	motor	
0.6	4.8	visual	
0.6	3.4	visual/auditory	audio/Le_Baguette.wav
3.6	5.4	motor/auditory	audio/Cumbish.wav
2.4	6.7	visual/auditory	audio/Improv_for_Evil.wav
1.3	5.0	motor	
2.4	5.1	visual	
3.1	7.4	visual/auditory	audio/Improv_for_Evil.wav
2.9	3.0	visual	
3.6	2.8	motor/auditory	audio/Improv_for_Evil.wav
0.9	3.6	motor	
3.4	5.3	visual/auditory	audio/Ukulele_Song.wav
3.0	4.7	motor	
3.5	5.3	motor/auditory	audio/Jack_The_Lumberer.wav
2.4	13.5	visual	
