duration	iti	trial_type	stim_file
0.9	4.1	visual	
3.5	3.2	motor	
0.9	3.7	motor/auditory	audio/Coy_Koi.wav
2.2	5.2	visual/auditory	audio/Breaking_Bollywood.wav
1.5	4.7	motor	
3.2	5.9	visual	
1.4	3.5	visual/auditory	audio/Ukulele_Song.wav
2.9	5.8	motor/auditory	audio/Desert_Conflict.wav
2.7	3.9	visual/auditory	audio/Shenzhen_Nightlife.wav
1.3	5.9	visual	
3.3	5.9	motor	
3.6	6.5	motor/auditory	audio/Bollywood_Groove.wav
1.1	5.8	motor	
3.5	3.6	visual	
3.3	5.8	motor/auditory	audio/Desert_Conflict.wav
3.2	5.9	visual/auditory	audio/Ukulele_Song.wav
1.4	5.5	motor/auditory	audio/Shenzhen_Nightlife.wav
1.3	3.5	motor	
0.8	4.4	visual	
1.5	4.6	visual/auditory	audio/Bollywood_Groove.wav
3.0	5.0	visual	
3.9	4.9	visual/auditory	audio/Improv_for_Evil.wav
2.4	7.2	motor/auditory	audio/Desert_Conflict.wav
1.8	5.5	motor	
2.4	3.3	visual/auditory	audio/Jack_The_Lumberer.wav
2.2	4.5	motor/auditory	audio/Jack_The_Lumberer.wav
2.0	3.6	visual	
3.4	6.5	motor	
2.3	6.3	motor/auditory	audio/Funshine.wav
2.9	4.8	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.3	3.8	motor	
3.3	5.6	visual	
1.6	6.6	motor	
2.5	3.7	visual	
1.1	5.6	motor/auditory	audio/Breaking_Bollywood.wav
1.6	4.4	visual/auditory	audio/Funshine.wav
2.4	3.4	motor	
3.5	6.2	visual	
1.4	3.6	motor/auditory	audio/Stereotype_News.wav
2.5	2.6	visual/auditory	audio/Improv_for_Evil.wav
0.8	5.9	motor	
1.2	7.0	visual	
1.2	3.2	visual/auditory	audio/Improv_for_Evil.wav
2.2	6.0	motor/auditory	audio/Le_Baguette.wav
0.6	5.7	visual	
3.3	4.2	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.8	4.1	visual/auditory	audio/Cumbish.wav
3.9	4.0	motor	
2.6	4.0	visual	
3.3	6.5	motor	
1.3	6.5	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.3	5.3	motor/auditory	audio/Funshine.wav
1.3	3.3	visual	
1.8	6.2	motor	
1.4	7.9	visual/auditory	audio/Breaking_Bollywood.wav
1.6	5.6	motor/auditory	audio/Coy_Koi.wav
2.2	3.6	motor	
0.7	4.4	motor/auditory	audio/Bleu.wav
3.8	5.2	visual/auditory	audio/Le_Baguette.wav
2.6	17.0	visual	
