duration	iti	trial_type	stimulus
2.0055036597055045	4.338015672405728	tone	audio/600Hz_20s.wav
4.343626236172607	10.564954977797887	fingertapping	
3.0720126219428128	8.656508337038016	tone	audio/600Hz_20s.wav
3.0720126219428128	4.338015672405728	checkerboard	
1.3539242682167272	9.913016897675943	tone	audio/750Hz_20s.wav
3.851626802456139	9.254499263166576	fingertapping	
4.343626236172607	9.166305126727467	tone	audio/600Hz_20s.wav
3.447707998642924	9.254499263166576	checkerboard	
1.3501174901013733	3.714895237295549	checkerboard	
1.3539242682167272	3.557231817593196	fingertapping	
1.606550675568779	4.634637752538189	fingertapping	
2.6960673909961494	5.874502564927263	tone	audio/500Hz_20s.wav
3.843675853593169	9.913016897675943	fingertapping	
4.414774329032106	5.874502564927263	fingertapping	
3.843675853593169	3.557231817593196	checkerboard	
1.3501174901013733	3.557231817593196	tone	audio/250Hz_20s.wav
2.0055036597055045	9.166305126727467	fingertapping	
2.0055036597055045	8.656508337038016	checkerboard	
2.6960673909961494	5.874502564927263	checkerboard	
1.3539242682167272	4.634637752538189	checkerboard	
3.6993157316196132	6.754115339069029	fingertapping	
1.4241464031362052	4.338015672405728	fingertapping	
3.6993157316196132	3.714895237295549	tone	audio/250Hz_20s.wav
3.6993157316196132	10.564954977797887	checkerboard	
2.6960673909961494	3.714895237295549	fingertapping	
1.6819420073975033	7.830532000211672	fingertapping	
1.4241464031362052	11.125979834425848	tone	audio/850Hz_20s.wav
3.447707998642924	11.823813710546014	fingertapping	
1.6819420073975033	9.254499263166576	tone	audio/500Hz_20s.wav
1.606550675568779	6.754115339069029	checkerboard	
3.447707998642924	11.823813710546014	tone	audio/850Hz_20s.wav
4.343626236172607	9.166305126727467	checkerboard	
1.6819420073975033	7.830532000211672	checkerboard	
4.414774329032106	6.754115339069029	tone	audio/250Hz_20s.wav
1.3501174901013733	11.125979834425848	fingertapping	
3.843675853593169	10.564954977797887	tone	audio/750Hz_20s.wav
1.4241464031362052	9.913016897675943	checkerboard	
3.851626802456139	11.823813710546014	checkerboard	
1.606550675568779	4.634637752538189	tone	audio/850Hz_20s.wav
3.0720126219428128	8.656508337038016	fingertapping	
3.851626802456139	7.830532000211672	tone	audio/750Hz_20s.wav
4.414774329032106	11.125979834425848	checkerboard	
