duration	iti	trial_type	stimulus
2.881466485523846	8.064433364077415	fingertapping	
2.256961804463667	10.252731787856213	tone	audio/250Hz_20s.wav
4.853153227881088	5.158895540800286	tone	audio/850Hz_20s.wav
2.881466485523846	5.158895540800286	checkerboard	
4.190538558977846	4.8313515202319355	tone	audio/850Hz_20s.wav
4.154800370827437	8.329495543877847	fingertapping	
4.853153227881088	6.455712511783673	checkerboard	
1.008860526822827	5.6030971651339865	fingertapping	
1.815135365335241	8.329495543877847	tone	audio/250Hz_20s.wav
4.853153227881088	4.8313515202319355	fingertapping	
1.930602796987975	5.158895540800286	fingertapping	
1.930602796987975	6.074839105227084	tone	audio/500Hz_20s.wav
2.3597882674780934	5.6030971651339865	tone	audio/750Hz_20s.wav
2.3597882674780934	4.8313515202319355	checkerboard	
4.190538558977846	6.074839105227084	checkerboard	
4.154800370827437	3.5676724443839847	tone	audio/600Hz_20s.wav
4.154800370827437	8.852394933062428	checkerboard	
4.264030934771227	10.265089564044544	checkerboard	
2.3351181896064745	10.252731787856213	checkerboard	
1.5172171483452188	10.265089564044544	fingertapping	
2.3351181896064745	6.074839105227084	fingertapping	
1.930602796987975	8.064433364077415	checkerboard	
4.264030934771227	10.265089564044544	tone	audio/600Hz_20s.wav
1.008860526822827	5.667225109927431	checkerboard	
2.881466485523846	6.455712511783673	tone	audio/600Hz_20s.wav
2.9632541009159032	10.877397540187296	fingertapping	
2.9632541009159032	11.37212873254444	checkerboard	
1.815135365335241	10.877397540187296	checkerboard	
2.3351181896064745	8.852394933062428	tone	audio/750Hz_20s.wav
4.096607358924606	10.252731787856213	fingertapping	
1.5172171483452188	8.329495543877847	checkerboard	
1.5172171483452188	8.064433364077415	tone	audio/250Hz_20s.wav
1.008860526822827	10.877397540187296	tone	audio/850Hz_20s.wav
4.264030934771227	8.852394933062428	fingertapping	
4.096607358924606	3.5676724443839847	checkerboard	
2.9632541009159032	11.37212873254444	tone	audio/750Hz_20s.wav
2.256961804463667	5.6030971651339865	checkerboard	
1.815135365335241	5.667225109927431	fingertapping	
2.3597882674780934	11.37212873254444	fingertapping	
2.256961804463667	3.5676724443839847	fingertapping	
4.096607358924606	5.667225109927431	tone	audio/500Hz_20s.wav
4.190538558977846	6.455712511783673	fingertapping	
