duration	iti	trial_type	stim_file
0.7	5.4	visual/auditory	audio/Stereotype_News.wav
2.5	4.3	visual	
3.9	3.1	motor	
2.4	3.5	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.4	4.9	motor	
0.6	5.7	motor/auditory	audio/Shenzhen_Nightlife.wav
1.7	5.7	visual/auditory	audio/Coy_Koi.wav
2.6	3.2	visual	
1.3	7.0	motor/auditory	audio/Coy_Koi.wav
2.5	5.8	visual	
3.8	7.6	motor	
2.1	4.2	visual/auditory	audio/Shenzhen_Nightlife.wav
1.7	3.5	motor	
0.7	4.8	motor/auditory	audio/Improv_for_Evil.wav
3.7	6.7	visual	
1.2	4.2	visual/auditory	audio/Ukulele_Song.wav
1.3	3.3	motor	
3.3	3.4	visual	
1.9	4.5	visual/auditory	audio/Funshine.wav
1.8	2.7	motor/auditory	audio/Breaking_Bollywood.wav
0.6	3.6	visual	
3.9	4.5	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.9	2.8	motor	
2.7	6.9	motor/auditory	audio/Ukulele_Song.wav
4.0	4.3	motor	
2.2	5.7	motor/auditory	audio/Desert_Conflict.wav
1.8	3.0	visual	
1.4	3.0	visual/auditory	audio/Funshine.wav
3.0	4.0	motor	
3.6	8.0	visual	
3.8	4.2	motor/auditory	audio/Improv_for_Evil.wav
1.4	2.8	visual/auditory	audio/Breaking_Bollywood.wav
2.4	6.7	visual	
3.9	2.7	visual/auditory	audio/Bleu.wav
3.8	5.0	motor	
1.1	7.0	motor/auditory	audio/Breaking_Bollywood.wav
1.3	3.4	motor	
3.6	7.2	visual/auditory	audio/Bollywood_Groove.wav
1.0	7.1	motor/auditory	audio/Jack_The_Lumberer.wav
3.6	5.6	visual	
2.3	3.5	motor/auditory	audio/Jack_The_Lumberer.wav
1.8	6.0	visual	
0.8	5.8	visual/auditory	audio/Le_Baguette.wav
2.4	4.8	motor	
0.6	5.0	motor/auditory	audio/Funshine.wav
2.8	4.6	motor	
3.2	4.6	visual	
1.6	4.1	visual/auditory	audio/Stereotype_News.wav
3.9	3.3	motor/auditory	audio/Improv_for_Evil.wav
3.9	3.9	motor	
3.6	3.9	visual	
3.1	5.5	visual/auditory	audio/Desert_Conflict.wav
1.9	4.1	motor/auditory	audio/Le_Baguette.wav
3.4	7.1	motor	
3.5	5.2	visual/auditory	audio/Ukulele_Song.wav
1.7	3.8	visual	
3.9	5.5	motor	
1.9	4.9	visual	
3.7	5.2	visual/auditory	audio/Bleu.wav
2.9	11.2	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
