duration	iti	trial_type	stim_file
1.6	6.8	motor	
1.5	4.3	motor/auditory	audio/Stereotype_News.wav
3.8	6.0	visual	
2.7	4.0	visual/auditory	audio/Breaking_Bollywood.wav
1.4	6.5	motor	
1.0	3.7	visual/auditory	audio/Ukulele_Song.wav
2.0	4.7	visual	
2.3	6.6	motor/auditory	audio/Coy_Koi.wav
3.1	7.0	visual/auditory	audio/Cumbish.wav
2.4	2.9	motor/auditory	audio/Le_Baguette.wav
2.9	4.4	motor	
3.0	3.3	visual	
0.8	5.2	motor/auditory	audio/Bollywood_Groove.wav
1.3	4.0	visual/auditory	audio/Desert_Conflict.wav
1.7	5.0	motor	
2.4	3.0	visual	
2.4	4.6	visual/auditory	audio/Shenzhen_Nightlife.wav
2.3	3.3	motor/auditory	audio/Coy_Koi.wav
3.8	3.3	visual	
0.9	4.9	motor	
1.9	6.8	motor/auditory	audio/Cumbish.wav
2.9	4.9	motor	
3.2	2.8	visual/auditory	audio/Stereotype_News.wav
3.2	5.3	visual	
0.5	5.7	motor	
1.0	3.0	visual	
2.5	3.8	visual/auditory	audio/Improv_for_Evil.wav
3.6	4.6	motor/auditory	audio/Jack_The_Lumberer.wav
3.6	7.1	visual	
1.7	5.2	visual/auditory	audio/Stereotype_News.wav
1.3	4.0	motor	
2.6	6.5	motor/auditory	audio/Jack_The_Lumberer.wav
1.5	3.3	visual/auditory	audio/Coy_Koi.wav
2.3	5.6	motor	
3.1	3.5	visual	
2.2	4.3	motor/auditory	audio/Funshine.wav
2.5	4.6	motor	
3.9	5.4	visual/auditory	audio/Desert_Conflict.wav
3.7	3.7	visual	
2.6	4.1	motor/auditory	audio/Jack_The_Lumberer.wav
3.5	5.2	visual	
3.3	3.6	motor	
3.0	4.8	visual/auditory	audio/Bleu.wav
2.1	4.4	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.2	4.8	visual	
2.6	3.6	visual/auditory	audio/Shenzhen_Nightlife.wav
2.0	5.3	motor	
2.8	4.0	motor/auditory	audio/Bleu.wav
2.9	3.4	visual	
1.1	6.9	visual/auditory	audio/Le_Baguette.wav
2.8	5.5	motor	
2.2	3.7	motor/auditory	audio/Bollywood_Groove.wav
1.3	5.1	motor	
1.5	6.1	visual	
2.6	6.7	visual/auditory	audio/Cumbish.wav
0.7	3.2	motor/auditory	audio/Funshine.wav
3.9	5.2	visual/auditory	audio/Bleu.wav
2.5	6.8	visual	
1.3	7.0	motor	
3.8	19.8	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
