duration	iti	trial_type	stim_file
3.3	3.2	motor	
0.7	5.1	motor/auditory	audio/Jack_The_Lumberer.wav
3.6	4.3	visual/auditory	audio/Stereotype_News.wav
3.2	4.3	visual	
3.7	3.2	motor/auditory	audio/Breaking_Bollywood.wav
1.0	2.3	motor	
2.3	4.2	visual	
1.8	2.8	visual/auditory	audio/Shenzhen_Nightlife.wav
3.5	5.8	motor	
3.6	5.8	visual/auditory	audio/Breaking_Bollywood.wav
3.6	3.9	visual	
3.0	3.8	motor/auditory	audio/Jack_The_Lumberer.wav
3.2	4.6	motor	
3.9	4.6	visual	
2.1	6.0	motor/auditory	audio/Funshine.wav
0.6	3.7	visual/auditory	audio/Cumbish.wav
0.7	7.8	visual	
3.0	3.6	motor/auditory	audio/Le_Baguette.wav
2.1	6.1	motor	
3.1	3.1	visual/auditory	audio/Le_Baguette.wav
1.9	4.1	motor/auditory	audio/Bollywood_Groove.wav
2.1	3.0	motor	
3.4	5.5	visual/auditory	audio/Improv_for_Evil.wav
4.0	4.0	visual	
1.5	4.4	visual/auditory	audio/Funshine.wav
3.5	3.5	motor/auditory	audio/Desert_Conflict.wav
1.5	7.0	visual	
3.1	6.1	motor	
2.0	3.7	motor/auditory	audio/Improv_for_Evil.wav
0.5	6.1	visual	
3.4	5.0	visual/auditory	audio/Coy_Koi.wav
3.5	6.2	motor	
3.0	4.9	motor/auditory	audio/Bollywood_Groove.wav
2.6	5.1	visual/auditory	audio/Coy_Koi.wav
3.8	3.8	visual	
2.7	4.1	motor	
0.5	4.6	motor/auditory	audio/Ukulele_Song.wav
3.4	3.6	motor	
3.6	4.7	visual	
3.4	4.2	visual/auditory	audio/Cumbish.wav
1.7	4.4	motor	
2.3	4.9	visual/auditory	audio/Cumbish.wav
3.6	4.2	motor/auditory	audio/Funshine.wav
1.3	6.5	visual	
1.8	7.9	motor	
3.5	4.2	visual/auditory	audio/Breaking_Bollywood.wav
3.6	4.3	motor/auditory	audio/Improv_for_Evil.wav
2.5	3.4	visual	
1.7	5.3	visual/auditory	audio/Bleu.wav
2.7	4.6	motor/auditory	audio/Le_Baguette.wav
2.4	4.6	visual	
2.6	4.9	motor	
0.7	6.6	motor/auditory	audio/Stereotype_News.wav
3.5	2.1	visual/auditory	audio/Ukulele_Song.wav
3.2	5.2	visual	
3.2	6.0	motor	
3.9	3.4	motor/auditory	audio/Jack_The_Lumberer.wav
2.7	4.3	visual	
0.9	6.6	motor	
1.6	14.0	visual/auditory	audio/Desert_Conflict.wav
