duration	iti	trial_type	stim_file
0.8	3.4	motor/auditory	audio/Coy_Koi.wav
3.3	3.8	visual	
2.8	5.5	motor	
0.8	6.9	visual/auditory	audio/Ukulele_Song.wav
2.4	4.3	motor	
0.8	7.0	visual	
1.1	5.0	visual/auditory	audio/Ukulele_Song.wav
2.9	3.8	motor/auditory	audio/Bollywood_Groove.wav
2.7	6.7	motor	
1.3	4.8	motor/auditory	audio/Le_Baguette.wav
1.4	5.3	visual	
2.4	3.6	visual/auditory	audio/Jack_The_Lumberer.wav
2.9	5.7	motor/auditory	audio/Funshine.wav
1.8	7.7	visual/auditory	audio/Bollywood_Groove.wav
3.9	4.7	motor	
3.8	6.0	visual	
3.0	3.7	motor	
3.1	3.7	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.5	5.0	visual	
1.9	4.0	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.4	6.2	visual/auditory	audio/Jack_The_Lumberer.wav
0.7	4.3	motor/auditory	audio/Desert_Conflict.wav
2.4	7.6	motor	
3.1	3.9	visual	
2.4	4.1	motor/auditory	audio/Improv_for_Evil.wav
3.3	6.5	visual/auditory	audio/Breaking_Bollywood.wav
1.6	4.6	visual	
2.5	3.9	motor	
3.6	5.3	visual	
1.3	4.9	motor	
1.3	4.1	motor/auditory	audio/Breaking_Bollywood.wav
2.7	7.5	visual/auditory	audio/Improv_for_Evil.wav
2.3	3.3	motor	
2.0	5.6	visual	
0.6	4.3	visual/auditory	audio/Cumbish.wav
3.9	5.2	motor/auditory	audio/Le_Baguette.wav
1.5	4.7	motor	
2.3	3.2	visual/auditory	audio/Bleu.wav
3.4	3.9	motor/auditory	audio/Shenzhen_Nightlife.wav
3.4	4.7	visual	
3.2	3.5	motor/auditory	audio/Desert_Conflict.wav
3.1	4.7	visual	
1.1	5.8	visual/auditory	audio/Shenzhen_Nightlife.wav
1.6	3.7	motor	
2.1	4.1	visual/auditory	audio/Stereotype_News.wav
2.4	7.1	motor/auditory	audio/Improv_for_Evil.wav
3.2	3.1	motor	
0.9	5.2	visual	
0.9	4.9	motor/auditory	audio/Stereotype_News.wav
1.2	5.5	visual/auditory	audio/Desert_Conflict.wav
1.9	6.5	visual	
3.8	3.7	motor	
3.0	4.5	visual	
2.7	5.3	motor	
2.3	2.7	motor/auditory	audio/Shenzhen_Nightlife.wav
2.0	5.7	visual/auditory	audio/Breaking_Bollywood.wav
1.3	5.9	visual	
4.0	4.7	visual/auditory	audio/Funshine.wav
0.8	3.3	motor/auditory	audio/Bleu.wav
2.1	20.8	motor	
