duration	iti	trial_type	stim_file
1.1	7.9	visual	
1.3	2.9	motor	
2.2	6.7	visual	
2.7	2.9	motor/auditory	audio/Jack_The_Lumberer.wav
3.5	3.4	visual	
2.2	7.1	motor	
2.7	4.6	visual/auditory	audio/Jack_The_Lumberer.wav
1.3	2.0	visual/auditory	audio/Stereotype_News.wav
2.7	5.7	visual	
1.4	5.0	motor	
0.8	3.4	visual/auditory	audio/Coy_Koi.wav
1.2	7.8	motor	
1.8	2.9	visual	
3.1	2.0	visual	
3.6	2.0	motor	
3.6	7.1	visual	
3.3	6.7	motor/auditory	audio/Ukulele_Song.wav
1.7	4.0	motor	
3.5	7.1	visual/auditory	audio/Bollywood_Groove.wav
0.6	5.0	visual/auditory	audio/Improv_for_Evil.wav
3.3	3.1	motor	
1.2	7.9	visual/auditory	audio/Bleu.wav
1.7	4.0	visual/auditory	audio/Bollywood_Groove.wav
3.6	3.1	visual	
3.1	5.7	visual/auditory	audio/Breaking_Bollywood.wav
1.3	7.1	motor/auditory	audio/Desert_Conflict.wav
1.4	6.8	visual/auditory	audio/Stereotype_News.wav
0.8	4.0	motor/auditory	audio/Shenzhen_Nightlife.wav
0.6	5.7	motor	
1.7	7.8	motor/auditory	audio/Desert_Conflict.wav
3.1	6.8	motor	
2.7	3.8	motor	
3.5	6.8	motor/auditory	audio/Desert_Conflict.wav
0.6	5.7	motor/auditory	audio/Cumbish.wav
0.8	6.8	visual	
1.2	3.8	motor/auditory	audio/Coy_Koi.wav
1.7	3.8	visual	
1.8	3.4	motor/auditory	audio/Cumbish.wav
1.1	5.0	motor/auditory	audio/Bleu.wav
1.8	6.8	visual/auditory	audio/Le_Baguette.wav
3.3	7.8	visual/auditory	audio/Cumbish.wav
3.3	7.8	visual	
3.1	4.6	motor/auditory	audio/Jack_The_Lumberer.wav
1.1	3.8	visual/auditory	audio/Le_Baguette.wav
3.6	3.1	motor/auditory	audio/Breaking_Bollywood.wav
3.6	7.9	motor/auditory	audio/Coy_Koi.wav
3.6	3.4	motor	
3.5	7.9	motor	
1.1	6.7	motor	
3.6	6.7	visual/auditory	audio/Shenzhen_Nightlife.wav
1.8	4.6	motor	
1.4	2.0	motor/auditory	audio/Ukulele_Song.wav
0.6	6.8	visual	
1.3	4.0	visual	
1.4	4.6	visual	
2.2	6.8	motor/auditory	audio/Ukulele_Song.wav
3.6	3.1	visual/auditory	audio/Funshine.wav
2.2	2.9	visual/auditory	audio/Bollywood_Groove.wav
0.8	6.8	motor	
1.2	5.0	visual	
