duration	iti	trial_type	stim_file
3.5	4.3	visual	
3.8	4.9	motor/auditory	audio/Bleu.wav
3.7	3.2	visual/auditory	audio/Ukulele_Song.wav
2.5	3.8	motor	
1.1	4.3	visual	
0.5	4.0	motor	
2.9	7.1	motor/auditory	audio/Jack_The_Lumberer.wav
2.1	5.8	visual/auditory	audio/Ukulele_Song.wav
1.0	4.2	motor/auditory	audio/Breaking_Bollywood.wav
1.9	5.3	visual/auditory	audio/Desert_Conflict.wav
1.8	5.2	motor	
0.9	6.7	visual	
0.6	4.4	motor	
3.7	5.1	motor/auditory	audio/Ukulele_Song.wav
1.6	3.3	visual/auditory	audio/Bleu.wav
3.9	4.7	visual	
3.8	6.6	motor	
1.1	5.8	visual/auditory	audio/Jack_The_Lumberer.wav
2.2	6.2	visual	
1.6	5.0	motor/auditory	audio/Le_Baguette.wav
3.9	4.1	visual	
1.5	7.2	motor/auditory	audio/Breaking_Bollywood.wav
2.8	4.6	motor	
3.4	5.9	visual/auditory	audio/Bollywood_Groove.wav
3.5	4.8	motor	
0.9	4.3	visual/auditory	audio/Jack_The_Lumberer.wav
3.5	6.1	visual	
0.5	4.1	motor/auditory	audio/Improv_for_Evil.wav
3.0	4.9	visual/auditory	audio/Le_Baguette.wav
1.8	2.6	motor/auditory	audio/Stereotype_News.wav
2.4	5.1	motor	
1.5	6.3	visual	
1.3	4.0	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.7	6.4	motor/auditory	audio/Breaking_Bollywood.wav
2.9	2.7	visual	
3.4	5.0	motor	
3.8	2.9	visual	
3.9	2.8	motor	
1.7	6.4	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.2	5.3	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.2	6.7	visual	
3.6	3.6	motor	
2.4	5.0	motor/auditory	audio/Improv_for_Evil.wav
3.6	7.2	visual/auditory	audio/Bollywood_Groove.wav
2.3	5.5	visual	
2.9	4.9	visual/auditory	audio/Coy_Koi.wav
0.6	4.0	motor	
1.5	4.8	motor/auditory	audio/Shenzhen_Nightlife.wav
3.5	6.8	visual/auditory	audio/Shenzhen_Nightlife.wav
3.8	4.7	visual	
1.1	3.3	motor	
1.7	4.2	motor/auditory	audio/Coy_Koi.wav
3.1	5.3	motor	
2.1	3.1	motor/auditory	audio/Desert_Conflict.wav
2.4	4.0	visual	
3.2	4.2	visual/auditory	audio/Cumbish.wav
2.4	4.1	visual	
2.6	6.4	motor	
0.6	3.7	visual/auditory	audio/Cumbish.wav
1.5	16.2	motor/auditory	audio/Funshine.wav
