duration	iti	trial_type	stim_file
1.9	4.5	visual	
3.1	5.0	motor/auditory	audio/Cumbish.wav
2.9	4.7	visual/auditory	audio/Le_Baguette.wav
1.1	4.9	motor	
1.8	2.7	visual/auditory	audio/Le_Baguette.wav
1.7	5.4	motor	
1.5	4.5	motor/auditory	audio/Stereotype_News.wav
3.2	7.7	visual	
1.4	4.2	visual/auditory	audio/Desert_Conflict.wav
3.1	5.2	visual	
3.1	4.7	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.3	4.6	motor	
2.8	4.6	visual/auditory	audio/Breaking_Bollywood.wav
2.8	5.6	motor/auditory	audio/Funshine.wav
1.0	4.2	visual	
3.4	4.1	motor	
1.3	4.1	visual	
0.9	4.9	visual/auditory	audio/Funshine.wav
1.6	4.2	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.4	2.8	motor	
2.8	5.3	motor/auditory	audio/Shenzhen_Nightlife.wav
3.4	6.1	visual/auditory	audio/Stereotype_News.wav
2.4	3.4	visual	
0.6	4.3	motor	
2.8	6.3	motor/auditory	audio/Ukulele_Song.wav
1.1	3.7	visual/auditory	audio/Cumbish.wav
1.9	5.6	motor	
3.3	4.0	visual	
1.9	4.6	motor/auditory	audio/Shenzhen_Nightlife.wav
2.1	5.8	motor	
2.3	4.6	visual/auditory	audio/Coy_Koi.wav
1.8	5.8	visual	
1.1	6.5	motor	
3.8	5.4	motor/auditory	audio/Ukulele_Song.wav
3.2	3.3	visual/auditory	audio/Jack_The_Lumberer.wav
2.4	5.6	visual	
2.5	6.5	motor/auditory	audio/Breaking_Bollywood.wav
3.3	3.7	visual/auditory	audio/Bleu.wav
3.7	4.5	motor	
2.3	4.9	visual	
2.9	6.1	motor	
0.8	5.0	visual/auditory	audio/Funshine.wav
0.8	5.8	visual	
1.8	5.8	motor/auditory	audio/Bollywood_Groove.wav
1.9	3.7	motor	
3.4	3.6	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.7	4.0	motor/auditory	audio/Cumbish.wav
3.4	4.9	visual	
2.3	3.0	visual/auditory	audio/Improv_for_Evil.wav
3.1	4.9	visual	
3.8	5.2	motor	
3.8	5.3	motor/auditory	audio/Bleu.wav
2.8	3.8	motor	
2.7	4.8	motor/auditory	audio/Bollywood_Groove.wav
2.5	5.4	visual/auditory	audio/Bleu.wav
2.1	4.5	visual	
2.8	4.8	motor	
3.4	7.9	motor/auditory	audio/Ukulele_Song.wav
3.6	3.8	visual/auditory	audio/Coy_Koi.wav
1.7	9.9	visual	
