duration	iti	trial_type	stim_file
2.8	5.9	motor/auditory	audio/Stereotype_News.wav
0.7	5.1	visual	
1.6	6.3	visual/auditory	audio/Breaking_Bollywood.wav
2.8	4.2	motor	
2.5	2.9	visual	
0.5	6.0	motor	
1.1	3.3	visual/auditory	audio/Stereotype_News.wav
1.7	3.3	motor/auditory	audio/Bollywood_Groove.wav
1.9	6.9	motor	
2.4	2.8	motor/auditory	audio/Improv_for_Evil.wav
3.5	4.5	visual	
1.1	4.2	visual/auditory	audio/Bleu.wav
3.9	3.6	motor	
3.0	3.7	visual	
1.7	3.8	motor/auditory	audio/Coy_Koi.wav
1.6	5.6	visual/auditory	audio/Shenzhen_Nightlife.wav
1.1	7.2	motor/auditory	audio/Coy_Koi.wav
2.7	4.0	visual	
2.9	3.3	motor	
0.5	4.8	visual/auditory	audio/Improv_for_Evil.wav
2.6	3.9	visual	
1.6	4.6	motor	
1.7	3.8	visual/auditory	audio/Ukulele_Song.wav
1.3	3.8	motor/auditory	audio/Improv_for_Evil.wav
2.5	3.2	visual/auditory	audio/Bleu.wav
3.1	5.1	motor/auditory	audio/Breaking_Bollywood.wav
3.4	6.7	visual	
0.5	5.1	motor	
2.9	6.1	visual	
3.0	3.6	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.0	4.3	motor	
3.8	6.9	visual/auditory	audio/Ukulele_Song.wav
3.4	5.1	motor	
3.0	4.7	visual/auditory	audio/Jack_The_Lumberer.wav
2.8	7.4	motor/auditory	audio/Bleu.wav
2.1	4.7	visual	
2.2	4.3	visual/auditory	audio/Cumbish.wav
2.3	5.0	visual	
2.2	2.7	motor/auditory	audio/Jack_The_Lumberer.wav
1.4	3.7	motor	
0.8	7.1	visual/auditory	audio/Desert_Conflict.wav
2.1	6.4	motor	
1.7	5.8	motor/auditory	audio/Desert_Conflict.wav
2.3	4.9	visual	
1.2	4.9	motor/auditory	audio/Ukulele_Song.wav
2.7	6.5	motor	
0.9	7.4	visual	
2.3	5.1	visual/auditory	audio/Cumbish.wav
2.2	4.9	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.7	4.7	motor	
3.5	5.6	visual/auditory	audio/Funshine.wav
3.0	5.1	visual	
3.5	3.3	motor/auditory	audio/Jack_The_Lumberer.wav
1.5	5.3	motor	
2.2	5.6	visual/auditory	audio/Bollywood_Groove.wav
3.4	6.4	visual	
1.8	5.8	motor	
3.5	4.0	visual/auditory	audio/Le_Baguette.wav
0.6	4.8	visual	
1.4	21.2	motor/auditory	audio/Breaking_Bollywood.wav
