duration	iti	trial_type	stim_file
2.2	3.1	visual	
2.4	5.5	visual/auditory	audio/Breaking_Bollywood.wav
2.3	4.6	motor	
0.7	3.0	motor/auditory	audio/Coy_Koi.wav
0.5	3.5	visual	
1.4	4.2	motor	
1.9	6.7	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.1	5.1	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.9	7.2	motor	
3.3	3.9	visual/auditory	audio/Ukulele_Song.wav
2.4	4.0	visual	
0.8	4.5	motor/auditory	audio/Funshine.wav
2.1	6.9	visual/auditory	audio/Desert_Conflict.wav
3.6	3.2	motor	
3.2	4.0	visual	
1.5	3.8	motor/auditory	audio/Bollywood_Groove.wav
1.4	3.9	visual	
3.6	5.5	motor	
1.4	4.6	motor/auditory	audio/Cumbish.wav
1.9	5.6	visual/auditory	audio/Breaking_Bollywood.wav
1.9	3.6	motor	
1.9	7.4	visual	
1.7	5.6	visual/auditory	audio/Bleu.wav
2.4	6.1	motor/auditory	audio/Ukulele_Song.wav
3.1	5.9	visual/auditory	audio/Improv_for_Evil.wav
3.4	7.3	motor/auditory	audio/Stereotype_News.wav
3.6	5.3	visual	
0.9	3.6	motor	
3.0	4.0	visual/auditory	audio/Bleu.wav
2.5	3.9	motor	
1.3	5.5	visual	
1.0	3.6	motor/auditory	audio/Jack_The_Lumberer.wav
1.3	4.0	visual/auditory	audio/Funshine.wav
4.0	5.1	motor	
3.4	6.3	visual	
0.9	3.8	motor/auditory	audio/Improv_for_Evil.wav
3.4	4.3	visual	
3.4	3.4	motor	
2.3	3.5	motor/auditory	audio/Improv_for_Evil.wav
0.9	7.2	visual/auditory	audio/Desert_Conflict.wav
3.5	5.1	motor/auditory	audio/Cumbish.wav
3.5	6.6	visual	
3.7	4.9	visual/auditory	audio/Stereotype_News.wav
3.8	3.2	motor	
1.1	5.0	motor/auditory	audio/Jack_The_Lumberer.wav
1.5	4.4	visual	
2.5	5.1	visual/auditory	audio/Shenzhen_Nightlife.wav
3.5	3.1	motor	
1.1	6.0	visual	
3.3	4.1	motor/auditory	audio/Coy_Koi.wav
2.6	3.9	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.8	3.5	motor	
1.7	5.9	visual	
1.8	3.6	motor/auditory	audio/Desert_Conflict.wav
2.9	4.4	motor	
3.9	7.2	visual/auditory	audio/Ukulele_Song.wav
3.7	4.2	visual	
2.2	5.3	visual/auditory	audio/Cumbish.wav
2.6	5.7	motor/auditory	audio/Le_Baguette.wav
1.6	16.4	motor	
