duration	iti	trial_type	stim_file
14	14	visual/auditory	audio/Le_Baguette.wav
14	14	motor/auditory	audio/Le_Baguette.wav
14	14	motor	
14	14	visual	
14	14	motor/auditory	audio/Bollywood_Groove.wav
14	14	motor	
14	14	visual/auditory	audio/Desert_Conflict.wav
14	14	visual	
14	14	visual/auditory	audio/Improv_for_Evil.wav
14	14	visual	
14	14	motor	
14	14	motor/auditory	audio/Bleu.wav
14	14	visual	
14	14	motor/auditory	audio/Coy_Koi.wav
14	14	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
14	14	motor	
