duration	iti	trial_type	stim_file
2.5	3.3	visual	
2.0	3.7	visual/auditory	audio/Cumbish.wav
2.3	4.1	motor/auditory	audio/Funshine.wav
1.4	6.9	motor	
1.8	3.5	motor/auditory	audio/Breaking_Bollywood.wav
3.2	4.6	visual/auditory	audio/Funshine.wav
1.1	4.8	visual	
1.3	4.3	motor	
2.2	6.8	motor/auditory	audio/Jack_The_Lumberer.wav
1.8	3.4	motor	
1.1	4.9	visual/auditory	audio/Stereotype_News.wav
2.7	3.7	visual	
2.4	5.3	motor	
1.8	3.1	visual/auditory	audio/Funshine.wav
2.1	4.4	visual	
3.9	3.7	motor/auditory	audio/Bleu.wav
3.0	3.5	visual	
1.4	6.5	motor/auditory	audio/Jack_The_Lumberer.wav
3.7	3.9	visual/auditory	audio/Bleu.wav
1.9	5.4	motor	
3.1	5.3	motor/auditory	audio/Shenzhen_Nightlife.wav
1.0	4.5	visual	
3.3	4.0	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.8	6.7	motor	
2.2	4.6	visual/auditory	audio/Bollywood_Groove.wav
3.7	5.8	motor/auditory	audio/Cumbish.wav
1.8	5.9	motor	
3.8	4.9	visual	
1.1	3.8	motor	
2.7	3.0	motor/auditory	audio/Le_Baguette.wav
1.7	4.5	visual	
3.6	3.1	visual/auditory	audio/Coy_Koi.wav
2.2	2.3	visual	
2.6	5.0	visual/auditory	audio/Ukulele_Song.wav
1.4	3.4	motor	
3.5	7.1	motor/auditory	audio/Desert_Conflict.wav
2.1	4.9	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.3	5.6	motor/auditory	audio/Stereotype_News.wav
2.9	6.7	visual	
3.6	4.4	motor	
3.2	6.3	visual	
2.7	6.1	visual/auditory	audio/Cumbish.wav
2.2	4.0	motor/auditory	audio/Bleu.wav
1.4	5.6	motor	
1.9	5.3	visual	
2.1	3.8	motor	
1.8	4.5	visual/auditory	audio/Le_Baguette.wav
1.4	5.9	motor/auditory	audio/Bollywood_Groove.wav
3.0	4.2	visual/auditory	audio/Ukulele_Song.wav
2.5	6.0	visual	
1.3	3.6	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.6	5.4	motor	
2.7	5.8	visual/auditory	audio/Coy_Koi.wav
2.2	5.2	visual	
2.4	3.8	motor	
3.3	6.2	motor/auditory	audio/Shenzhen_Nightlife.wav
2.9	4.7	motor	
3.7	4.5	visual	
1.4	3.9	motor/auditory	audio/Improv_for_Evil.wav
1.8	6.2	visual/auditory	audio/Coy_Koi.wav
