duration	iti	trial_type	stim_file
3.7	4.3	motor	
1.2	3.8	visual/auditory	audio/Bleu.wav
2.4	2.7	motor/auditory	audio/Improv_for_Evil.wav
2.0	3.3	visual	
3.4	3.1	visual/auditory	audio/Ukulele_Song.wav
3.5	4.6	motor	
0.9	5.9	visual	
2.5	5.6	motor/auditory	audio/Coy_Koi.wav
3.5	5.6	motor	
3.7	7.5	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
0.5	4.0	motor/auditory	audio/Shenzhen_Nightlife.wav
2.0	5.5	visual	
3.3	7.2	motor	
2.7	5.8	visual/auditory	audio/Le_Baguette.wav
3.6	5.0	visual	
1.7	5.9	motor/auditory	audio/Breaking_Bollywood.wav
2.1	3.6	visual/auditory	audio/Breaking_Bollywood.wav
2.5	4.9	motor/auditory	audio/Le_Baguette.wav
2.5	5.6	visual	
2.8	3.9	motor	
2.4	4.5	visual	
3.8	3.4	motor/auditory	audio/Coy_Koi.wav
3.6	4.6	visual/auditory	audio/Breaking_Bollywood.wav
3.3	5.3	motor	
1.8	3.8	motor/auditory	audio/Jack_The_Lumberer.wav
2.2	5.9	motor	
3.0	3.5	visual	
1.0	4.5	visual/auditory	audio/Bollywood_Groove.wav
1.7	4.8	motor/auditory	audio/Bleu.wav
2.8	2.6	visual/auditory	audio/Funshine.wav
1.3	5.1	motor	
3.9	3.3	visual	
2.2	7.1	motor	
3.5	3.2	visual/auditory	audio/Bollywood_Groove.wav
1.3	5.2	motor/auditory	audio/Improv_for_Evil.wav
1.6	3.4	visual	
1.0	3.1	visual/auditory	audio/Shenzhen_Nightlife.wav
3.7	3.8	motor	
0.8	4.3	visual	
0.5	5.6	motor/auditory	audio/Ukulele_Song.wav
3.4	5.2	visual	
2.3	5.4	motor/auditory	audio/Desert_Conflict.wav
2.8	7.3	visual/auditory	audio/Cumbish.wav
2.9	7.0	motor	
2.0	5.6	visual/auditory	audio/Stereotype_News.wav
2.9	5.9	motor/auditory	audio/Stereotype_News.wav
1.4	3.5	visual	
1.4	3.6	motor	
3.4	6.9	visual/auditory	audio/Funshine.wav
2.8	4.8	motor/auditory	audio/Le_Baguette.wav
3.9	5.5	motor	
2.2	5.2	visual	
1.8	4.6	visual/auditory	audio/Cumbish.wav
2.9	3.4	motor	
2.0	4.1	visual	
0.8	4.1	motor/auditory	audio/Funshine.wav
0.8	4.3	motor	
3.8	6.0	visual/auditory	audio/Stereotype_News.wav
2.7	4.5	visual	
2.9	3.0	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
