duration	iti	trial_type	stim_file
1.0	2.3	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.5	4.4	visual	
1.5	6.1	motor/auditory	audio/Coy_Koi.wav
3.3	4.4	motor	
2.6	7.0	visual/auditory	audio/Bollywood_Groove.wav
3.5	3.7	motor	
1.7	4.1	visual	
3.0	3.7	motor/auditory	audio/Bollywood_Groove.wav
2.7	4.8	visual	
1.6	4.3	motor/auditory	audio/Breaking_Bollywood.wav
1.5	6.5	motor	
0.7	7.3	visual/auditory	audio/Cumbish.wav
3.1	5.0	motor/auditory	audio/Desert_Conflict.wav
1.0	5.4	visual/auditory	audio/Le_Baguette.wav
0.6	4.8	visual	
0.6	3.5	motor	
3.7	4.9	motor/auditory	audio/Funshine.wav
3.9	3.2	motor	
0.8	5.2	visual	
3.8	5.2	visual/auditory	audio/Stereotype_News.wav
1.5	6.2	visual	
3.4	6.6	motor/auditory	audio/Bleu.wav
2.8	4.8	visual/auditory	audio/Stereotype_News.wav
4.0	2.6	motor	
1.7	5.4	motor/auditory	audio/Improv_for_Evil.wav
3.7	3.7	visual/auditory	audio/Bollywood_Groove.wav
1.5	3.1	motor	
2.2	4.5	visual	
1.9	4.5	motor	
2.4	5.7	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.5	8.0	visual	
2.7	2.8	visual/auditory	audio/Bleu.wav
0.6	3.9	visual	
3.4	4.6	motor/auditory	audio/Improv_for_Evil.wav
2.4	4.6	motor	
2.9	6.2	visual/auditory	audio/Desert_Conflict.wav
3.9	5.3	motor	
3.1	4.3	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.7	6.2	visual/auditory	audio/Stereotype_News.wav
3.7	4.4	visual	
0.6	6.2	motor/auditory	audio/Jack_The_Lumberer.wav
2.7	5.5	visual	
3.4	6.4	visual/auditory	audio/Coy_Koi.wav
1.9	6.9	motor	
2.3	6.3	visual/auditory	audio/Improv_for_Evil.wav
2.9	4.2	motor	
1.7	3.0	visual	
1.5	6.6	motor/auditory	audio/Ukulele_Song.wav
0.6	7.3	visual/auditory	audio/Shenzhen_Nightlife.wav
0.5	3.0	motor	
1.8	3.6	visual	
2.7	3.4	motor/auditory	audio/Shenzhen_Nightlife.wav
3.1	3.7	visual	
2.9	5.7	visual/auditory	audio/Ukulele_Song.wav
2.4	3.7	motor/auditory	audio/Funshine.wav
3.7	4.7	motor	
1.5	5.7	visual	
2.9	5.1	motor	
0.9	4.6	motor/auditory	audio/Le_Baguette.wav
3.9	12.2	visual/auditory	audio/Funshine.wav
