duration	iti	trial_type	stim_file
3.3	3.4	visual/auditory	audio/Cumbish.wav
4.0	5.6	visual	
3.9	4.2	motor/auditory	audio/Funshine.wav
1.6	4.0	motor	
3.9	3.3	motor/auditory	audio/Desert_Conflict.wav
2.2	7.8	visual	
2.6	5.2	motor	
2.6	5.4	visual/auditory	audio/Funshine.wav
2.4	7.6	motor	
3.8	6.2	visual	
0.6	3.1	visual/auditory	audio/Bollywood_Groove.wav
3.0	6.4	motor/auditory	audio/Stereotype_News.wav
1.6	5.3	visual	
1.6	5.4	motor/auditory	audio/Stereotype_News.wav
1.5	4.1	motor	
1.6	2.7	visual/auditory	audio/Cumbish.wav
0.6	3.1	motor	
3.0	4.1	visual/auditory	audio/Bollywood_Groove.wav
1.6	5.0	motor/auditory	audio/Desert_Conflict.wav
2.4	4.7	visual	
4.0	4.2	visual/auditory	audio/Jack_The_Lumberer.wav
3.3	3.8	visual	
3.5	4.4	motor	
3.2	4.3	motor/auditory	audio/Le_Baguette.wav
1.1	3.5	visual/auditory	audio/Bollywood_Groove.wav
1.8	4.1	motor	
3.5	4.1	visual	
3.2	3.4	motor/auditory	audio/Ukulele_Song.wav
2.9	4.6	motor	
2.8	5.1	motor/auditory	audio/Shenzhen_Nightlife.wav
2.9	6.9	visual/auditory	audio/Improv_for_Evil.wav
3.3	5.4	visual	
2.4	5.8	motor	
0.6	5.2	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.2	4.5	visual/auditory	audio/Funshine.wav
3.0	5.6	visual	
3.2	4.8	motor	
0.5	5.1	visual	
2.2	4.3	visual/auditory	audio/Bleu.wav
3.1	4.7	motor/auditory	audio/Coy_Koi.wav
3.9	5.5	motor	
1.5	6.8	visual/auditory	audio/Le_Baguette.wav
2.7	4.4	visual	
0.8	5.0	motor/auditory	audio/Breaking_Bollywood.wav
1.7	3.9	motor	
0.8	4.8	motor/auditory	audio/Le_Baguette.wav
1.5	4.4	visual/auditory	audio/Improv_for_Evil.wav
3.6	3.5	visual	
3.0	4.0	motor/auditory	audio/Ukulele_Song.wav
3.1	7.0	visual/auditory	audio/Stereotype_News.wav
4.0	3.7	visual	
3.1	4.9	motor	
3.4	3.4	visual/auditory	audio/Breaking_Bollywood.wav
1.5	6.0	visual	
0.9	3.1	motor	
1.3	3.3	motor/auditory	audio/Ukulele_Song.wav
3.6	2.2	visual	
2.9	5.2	motor	
3.9	2.8	visual/auditory	audio/Shenzhen_Nightlife.wav
2.1	18.9	motor/auditory	audio/Bleu.wav
