duration	iti	trial_type	stim_file
1.2	5.1	visual	
2.4	3.9	visual/auditory	audio/Jack_The_Lumberer.wav
2.4	6.0	motor/auditory	audio/Bleu.wav
1.6	4.0	motor	
2.0	7.0	visual	
2.8	6.1	motor/auditory	audio/Bollywood_Groove.wav
3.6	3.7	visual/auditory	audio/Le_Baguette.wav
2.2	6.0	motor	
3.7	6.2	visual/auditory	audio/Coy_Koi.wav
2.7	5.4	motor/auditory	audio/Stereotype_News.wav
1.4	5.2	visual	
2.8	3.7	motor	
1.0	5.0	visual/auditory	audio/Bleu.wav
3.5	7.3	visual	
3.1	7.8	motor	
3.9	5.1	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.2	3.3	motor	
0.9	4.0	motor/auditory	audio/Desert_Conflict.wav
2.2	7.1	visual	
1.7	5.0	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.0	4.7	motor/auditory	audio/Bollywood_Groove.wav
1.8	3.8	visual	
3.1	3.6	motor	
2.3	4.7	visual/auditory	audio/Jack_The_Lumberer.wav
1.0	4.3	visual	
3.1	3.5	motor	
3.4	5.2	visual/auditory	audio/Breaking_Bollywood.wav
2.6	7.1	motor/auditory	audio/Coy_Koi.wav
2.6	6.1	motor	
1.4	4.1	visual/auditory	audio/Improv_for_Evil.wav
3.1	5.4	motor/auditory	audio/Improv_for_Evil.wav
1.2	4.4	visual	
0.7	4.9	visual/auditory	audio/Desert_Conflict.wav
3.4	5.5	visual	
3.3	3.2	motor	
1.3	6.9	motor/auditory	audio/Stereotype_News.wav
0.6	4.1	visual	
3.7	4.8	motor/auditory	audio/Breaking_Bollywood.wav
1.9	4.8	visual/auditory	audio/Shenzhen_Nightlife.wav
2.1	2.4	motor	
2.1	3.7	motor/auditory	audio/Shenzhen_Nightlife.wav
1.2	5.3	visual/auditory	audio/Coy_Koi.wav
2.2	3.5	motor	
3.4	5.2	visual	
3.6	4.6	motor/auditory	audio/Ukulele_Song.wav
2.9	6.7	motor	
3.5	3.3	visual/auditory	audio/Stereotype_News.wav
3.4	3.8	visual	
3.2	4.1	motor/auditory	audio/Desert_Conflict.wav
3.8	3.4	visual	
2.2	5.1	visual/auditory	audio/Le_Baguette.wav
3.7	4.9	motor	
1.7	3.9	visual	
2.3	3.5	visual/auditory	audio/Bollywood_Groove.wav
3.8	5.3	motor	
3.6	4.7	motor/auditory	audio/Breaking_Bollywood.wav
0.9	3.9	motor	
3.1	5.6	visual	
3.5	5.1	visual/auditory	audio/Improv_for_Evil.wav
0.7	11.3	motor/auditory	audio/Cumbish.wav
