duration	iti	trial_type	stim_file
2.4	4.6	motor/auditory	audio/Desert_Conflict.wav
3.3	4.3	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.7	2.7	visual	
2.2	3.4	motor	
2.7	3.8	visual	
3.4	3.1	motor	
4.0	3.2	motor/auditory	audio/Jack_The_Lumberer.wav
1.6	5.8	visual/auditory	audio/Bollywood_Groove.wav
3.6	4.3	motor	
2.7	5.1	visual	
2.4	4.8	motor/auditory	audio/Desert_Conflict.wav
3.2	5.3	visual/auditory	audio/Jack_The_Lumberer.wav
2.4	3.4	motor/auditory	audio/Bollywood_Groove.wav
3.6	6.3	visual	
1.9	4.5	visual/auditory	audio/Shenzhen_Nightlife.wav
2.6	5.1	motor	
0.6	5.0	motor/auditory	audio/Funshine.wav
3.3	3.7	motor	
1.7	5.9	visual	
2.1	5.2	visual/auditory	audio/Ukulele_Song.wav
2.9	6.7	motor/auditory	audio/Ukulele_Song.wav
1.2	5.1	visual	
1.0	6.0	motor	
3.9	4.3	visual/auditory	audio/Bleu.wav
2.4	4.8	motor	
3.5	4.7	visual/auditory	audio/Breaking_Bollywood.wav
3.9	5.9	visual	
0.7	3.3	motor/auditory	audio/Funshine.wav
3.9	4.3	visual	
3.7	4.2	motor/auditory	audio/Improv_for_Evil.wav
1.1	7.0	visual/auditory	audio/Coy_Koi.wav
2.6	4.9	motor	
1.6	2.9	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.2	6.1	visual	
3.8	4.6	motor	
2.4	4.6	visual/auditory	audio/Shenzhen_Nightlife.wav
2.0	5.2	motor/auditory	audio/Bollywood_Groove.wav
2.6	6.1	motor	
0.7	4.9	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.5	6.5	visual	
3.1	5.3	motor/auditory	audio/Stereotype_News.wav
1.3	6.0	visual/auditory	audio/Stereotype_News.wav
1.8	2.9	motor	
2.5	3.2	visual	
1.5	4.3	motor/auditory	audio/Desert_Conflict.wav
3.8	4.3	visual/auditory	audio/Bleu.wav
3.4	6.6	visual	
0.7	6.1	motor	
3.1	3.6	motor/auditory	audio/Stereotype_News.wav
0.6	5.2	visual/auditory	audio/Coy_Koi.wav
3.3	4.5	visual	
2.1	5.2	motor	
3.7	6.8	visual	
3.0	3.3	motor	
1.3	5.6	motor/auditory	audio/Breaking_Bollywood.wav
1.4	4.5	visual/auditory	audio/Cumbish.wav
1.9	2.7	visual	
3.0	6.0	motor	
3.4	4.5	motor/auditory	audio/Le_Baguette.wav
2.7	14.2	visual/auditory	audio/Jack_The_Lumberer.wav
