duration	iti	trial_type	stim_file
2.3	4.9	visual	
3.4	3.8	visual/auditory	audio/Jack_The_Lumberer.wav
3.5	5.6	motor	
1.3	3.9	motor/auditory	audio/Shenzhen_Nightlife.wav
2.8	6.8	motor	
1.9	3.3	visual/auditory	audio/Funshine.wav
3.3	4.0	visual	
1.7	5.7	motor/auditory	audio/Ukulele_Song.wav
1.1	4.2	visual	
0.8	3.8	motor	
1.0	6.4	motor/auditory	audio/Bleu.wav
0.6	5.2	visual/auditory	audio/Bollywood_Groove.wav
1.9	7.1	motor	
3.3	4.6	visual/auditory	audio/Improv_for_Evil.wav
1.8	4.5	visual	
2.1	4.5	motor/auditory	audio/Coy_Koi.wav
3.9	2.9	motor	
3.4	3.0	visual	
2.6	3.0	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
0.8	4.4	visual/auditory	audio/Bleu.wav
3.5	5.2	motor	
3.8	5.9	motor/auditory	audio/Improv_for_Evil.wav
2.2	4.7	visual	
3.2	4.0	visual/auditory	audio/Breaking_Bollywood.wav
3.6	4.8	motor/auditory	audio/Breaking_Bollywood.wav
3.5	5.8	visual	
3.3	5.3	motor	
2.2	4.3	visual/auditory	audio/Bollywood_Groove.wav
1.7	5.3	motor/auditory	audio/Stereotype_News.wav
3.0	6.8	visual	
3.0	4.7	visual/auditory	audio/Funshine.wav
3.4	4.3	motor	
2.9	4.2	motor/auditory	audio/Desert_Conflict.wav
3.4	6.4	visual	
4.0	6.5	motor	
1.1	5.3	visual/auditory	audio/Desert_Conflict.wav
2.1	3.8	visual	
2.4	5.3	motor/auditory	audio/Jack_The_Lumberer.wav
3.8	6.3	motor	
2.7	3.6	visual/auditory	audio/Cumbish.wav
3.2	5.4	visual	
0.6	4.7	visual/auditory	audio/Stereotype_News.wav
0.9	4.1	motor/auditory	audio/Stereotype_News.wav
2.9	4.4	motor	
2.3	3.4	visual/auditory	audio/Le_Baguette.wav
2.6	3.2	visual	
1.6	4.5	motor	
3.5	3.2	motor/auditory	audio/Coy_Koi.wav
3.8	3.7	motor	
1.0	4.7	motor/auditory	audio/Cumbish.wav
1.5	5.7	visual	
3.2	7.1	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.2	5.0	visual	
2.1	5.8	visual/auditory	audio/Ukulele_Song.wav
2.1	5.6	motor	
1.9	4.4	motor/auditory	audio/Desert_Conflict.wav
4.0	4.5	motor	
3.7	2.9	visual	
1.3	3.5	visual/auditory	audio/Bleu.wav
1.3	16.1	motor/auditory	audio/Coy_Koi.wav
