duration	iti	trial_type	stim_file
1.0	3.8	motor	
2.0	3.7	visual	
0.7	5.3	motor/auditory	audio/Improv_for_Evil.wav
3.5	3.8	visual/auditory	audio/Cumbish.wav
1.6	4.2	motor	
3.1	3.7	visual/auditory	audio/Coy_Koi.wav
1.9	5.7	motor/auditory	audio/Bollywood_Groove.wav
1.7	3.5	visual	
3.9	3.6	visual/auditory	audio/Funshine.wav
3.5	5.6	motor	
2.5	6.6	motor/auditory	audio/Funshine.wav
3.1	7.0	visual	
2.9	6.3	visual/auditory	audio/Shenzhen_Nightlife.wav
1.8	4.3	motor	
1.1	3.7	visual	
1.5	7.2	motor/auditory	audio/Desert_Conflict.wav
3.2	4.5	visual	
2.6	4.2	motor	
2.4	6.8	visual/auditory	audio/Bleu.wav
3.0	3.3	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.6	5.6	visual	
3.9	4.7	motor	
3.8	3.3	visual/auditory	audio/Stereotype_News.wav
2.3	2.7	motor/auditory	audio/Cumbish.wav
2.8	3.7	visual/auditory	audio/Bollywood_Groove.wav
3.3	5.8	motor/auditory	audio/Le_Baguette.wav
1.9	3.7	visual	
3.2	5.9	motor	
0.8	6.0	visual	
2.8	3.4	motor/auditory	audio/Coy_Koi.wav
3.5	4.2	motor	
2.3	4.9	visual/auditory	audio/Stereotype_News.wav
2.9	6.1	motor	
3.6	2.3	motor/auditory	audio/Ukulele_Song.wav
1.8	4.8	visual/auditory	audio/Ukulele_Song.wav
3.1	7.7	visual	
2.7	2.9	motor	
3.8	4.6	motor/auditory	audio/Jack_The_Lumberer.wav
2.6	2.8	visual	
3.4	2.4	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.5	5.6	visual	
3.1	3.2	motor/auditory	audio/Funshine.wav
0.9	5.7	motor	
3.9	3.4	visual/auditory	audio/Bleu.wav
0.6	6.1	visual	
2.3	4.5	visual/auditory	audio/Breaking_Bollywood.wav
4.0	4.4	motor	
2.2	4.1	motor/auditory	audio/Shenzhen_Nightlife.wav
0.6	4.3	visual/auditory	audio/Cumbish.wav
3.2	2.9	motor/auditory	audio/Jack_The_Lumberer.wav
3.2	5.1	motor	
3.6	3.7	visual	
2.7	4.6	motor/auditory	audio/Coy_Koi.wav
1.9	3.7	motor	
3.8	2.7	visual	
3.7	5.6	visual/auditory	audio/Desert_Conflict.wav
2.2	4.7	visual	
2.6	5.1	motor	
0.8	3.2	motor/auditory	audio/Bleu.wav
2.7	23.5	visual/auditory	audio/Shenzhen_Nightlife.wav
