duration	iti	trial_type	stim_file
3.0	4.6	visual	
3.1	4.4	visual/auditory	audio/Jack_The_Lumberer.wav
1.2	4.1	motor	
3.3	3.6	motor/auditory	audio/Bollywood_Groove.wav
1.4	3.8	motor	
3.0	5.4	motor/auditory	audio/Funshine.wav
3.5	4.8	visual	
1.1	4.4	visual/auditory	audio/Le_Baguette.wav
0.8	2.7	motor/auditory	audio/Improv_for_Evil.wav
3.9	4.0	visual/auditory	audio/Cumbish.wav
2.1	5.0	visual	
2.0	4.8	motor	
4.0	3.6	visual	
3.8	5.9	motor/auditory	audio/Funshine.wav
1.6	3.3	visual/auditory	audio/Bleu.wav
2.7	3.4	motor	
3.7	2.6	motor/auditory	audio/Funshine.wav
2.4	3.1	motor	
0.7	3.5	visual	
2.0	4.6	visual/auditory	audio/Jack_The_Lumberer.wav
0.9	4.7	motor	
3.1	7.6	visual	
1.8	5.3	motor/auditory	audio/Bollywood_Groove.wav
3.3	8.0	visual/auditory	audio/Le_Baguette.wav
2.6	3.4	motor	
3.8	5.9	visual	
0.7	6.7	motor/auditory	audio/Jack_The_Lumberer.wav
3.3	5.4	visual/auditory	audio/Ukulele_Song.wav
2.5	5.4	motor	
3.1	5.4	visual	
1.9	5.3	visual/auditory	audio/Coy_Koi.wav
2.1	5.2	motor/auditory	audio/Improv_for_Evil.wav
3.5	4.2	visual	
1.6	4.1	motor/auditory	audio/Le_Baguette.wav
1.6	3.5	visual/auditory	audio/Bollywood_Groove.wav
2.6	3.8	motor	
3.0	6.7	visual	
3.8	3.6	motor	
1.4	4.4	visual/auditory	audio/Bleu.wav
3.7	4.7	motor/auditory	audio/Cumbish.wav
2.2	4.0	visual	
3.0	4.7	visual/auditory	audio/Bleu.wav
2.4	7.4	motor/auditory	audio/Coy_Koi.wav
3.2	2.9	motor	
2.9	5.7	visual	
3.0	4.6	motor	
2.9	4.1	visual/auditory	audio/Ukulele_Song.wav
2.2	3.4	motor/auditory	audio/Desert_Conflict.wav
2.2	4.6	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.8	3.9	motor/auditory	audio/Breaking_Bollywood.wav
2.3	4.4	motor	
0.7	4.4	visual	
3.6	5.7	visual/auditory	audio/Ukulele_Song.wav
2.5	4.3	motor/auditory	audio/Shenzhen_Nightlife.wav
2.8	5.1	visual	
3.8	5.0	motor	
3.7	5.1	visual	
0.7	4.3	visual/auditory	audio/Coy_Koi.wav
3.5	5.7	motor	
1.5	19.3	motor/auditory	audio/Breaking_Bollywood.wav
