duration	iti	trial_type	stim_file
2.9	4.0	motor/auditory	audio/Breaking_Bollywood.wav
2.2	3.4	motor	
0.6	7.9	visual	
2.5	5.7	visual/auditory	audio/Improv_for_Evil.wav
3.5	6.0	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
4.0	3.0	visual	
1.2	4.5	motor	
2.3	4.9	visual/auditory	audio/Funshine.wav
0.8	4.8	motor/auditory	audio/Funshine.wav
1.0	5.4	visual/auditory	audio/Jack_The_Lumberer.wav
2.0	4.1	motor	
2.6	5.4	visual	
3.8	3.0	motor	
2.2	3.9	visual/auditory	audio/Desert_Conflict.wav
2.2	7.9	motor/auditory	audio/Shenzhen_Nightlife.wav
3.1	4.7	visual	
3.2	5.7	motor	
2.7	3.4	motor/auditory	audio/Cumbish.wav
2.8	3.0	visual	
1.8	7.1	visual/auditory	audio/Bleu.wav
2.8	5.3	visual	
3.3	7.1	motor/auditory	audio/Breaking_Bollywood.wav
3.9	4.6	motor	
3.7	6.5	visual/auditory	audio/Ukulele_Song.wav
1.5	4.7	motor	
2.4	4.7	visual/auditory	audio/Cumbish.wav
2.9	3.9	visual	
3.0	7.5	motor/auditory	audio/Le_Baguette.wav
3.4	3.4	visual/auditory	audio/Bollywood_Groove.wav
2.9	3.7	motor	
2.0	3.8	motor/auditory	audio/Stereotype_News.wav
3.1	5.2	visual	
3.0	3.6	motor	
2.9	6.5	motor/auditory	audio/Ukulele_Song.wav
2.2	4.1	visual/auditory	audio/Bleu.wav
1.5	3.8	visual	
2.2	5.2	motor	
3.1	4.4	visual	
2.1	4.1	motor/auditory	audio/Jack_The_Lumberer.wav
3.6	4.3	visual/auditory	audio/Desert_Conflict.wav
2.1	4.0	motor	
0.9	4.8	visual	
1.3	5.5	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
0.9	4.5	visual/auditory	audio/Le_Baguette.wav
2.8	6.7	motor/auditory	audio/Funshine.wav
3.6	4.1	motor	
3.8	4.5	visual/auditory	audio/Ukulele_Song.wav
2.5	3.9	visual	
3.6	2.7	motor/auditory	audio/Shenzhen_Nightlife.wav
3.8	4.6	visual	
2.3	6.8	motor	
3.2	3.7	visual/auditory	audio/Stereotype_News.wav
2.8	4.6	visual	
3.4	5.2	motor	
0.9	4.7	motor/auditory	audio/Coy_Koi.wav
2.3	4.6	visual/auditory	audio/Desert_Conflict.wav
0.9	4.3	motor	
0.7	4.2	visual/auditory	audio/Breaking_Bollywood.wav
1.4	3.3	motor/auditory	audio/Bollywood_Groove.wav
0.6	16.4	visual	
