duration	iti	trial_type	stim_file
3.5	4.5	motor	
2.7	3.7	visual/auditory	audio/Ukulele_Song.wav
2.3	3.9	motor/auditory	audio/Cumbish.wav
2.5	5.9	visual	
1.5	3.4	visual/auditory	audio/Bollywood_Groove.wav
1.9	5.5	motor	
3.9	7.3	motor/auditory	audio/Funshine.wav
3.8	6.8	visual	
1.3	5.4	motor/auditory	audio/Jack_The_Lumberer.wav
2.3	6.5	visual/auditory	audio/Breaking_Bollywood.wav
2.4	6.0	visual	
2.2	4.5	motor	
2.3	2.9	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.8	5.2	motor	
4.0	5.1	visual	
2.9	4.2	motor/auditory	audio/Shenzhen_Nightlife.wav
3.1	5.0	motor	
2.6	3.8	motor/auditory	audio/Cumbish.wav
2.2	4.4	visual/auditory	audio/Ukulele_Song.wav
0.6	3.6	visual	
1.9	7.7	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.9	5.3	motor	
1.1	3.4	visual	
0.6	4.6	motor/auditory	audio/Funshine.wav
3.8	3.2	motor	
1.2	4.0	visual/auditory	audio/Stereotype_News.wav
1.1	4.6	visual	
3.4	7.0	motor/auditory	audio/Le_Baguette.wav
3.0	3.2	motor	
2.2	4.4	motor/auditory	audio/Bleu.wav
2.0	5.6	visual/auditory	audio/Shenzhen_Nightlife.wav
3.9	6.8	visual	
3.2	4.7	motor/auditory	audio/Funshine.wav
2.5	3.8	visual/auditory	audio/Le_Baguette.wav
3.4	4.7	motor	
2.6	7.9	visual	
1.4	4.7	motor	
0.9	7.2	motor/auditory	audio/Jack_The_Lumberer.wav
0.9	5.6	visual/auditory	audio/Desert_Conflict.wav
3.3	6.4	visual	
3.4	4.3	motor/auditory	audio/Improv_for_Evil.wav
2.5	3.1	visual	
1.0	3.6	motor	
3.9	4.8	visual/auditory	audio/Bollywood_Groove.wav
1.8	3.8	motor/auditory	audio/Cumbish.wav
2.8	4.4	visual	
3.4	4.8	visual/auditory	audio/Improv_for_Evil.wav
2.7	4.4	motor	
2.5	2.4	motor/auditory	audio/Le_Baguette.wav
1.4	4.9	visual	
3.0	7.6	motor	
2.6	3.1	visual/auditory	audio/Bleu.wav
3.2	3.6	motor/auditory	audio/Bleu.wav
3.1	5.2	visual/auditory	audio/Breaking_Bollywood.wav
1.0	3.4	motor	
2.4	5.0	visual	
1.6	5.0	visual/auditory	audio/Bollywood_Groove.wav
1.9	5.2	visual	
3.9	5.6	motor	
1.9	5.0	motor/auditory	audio/Improv_for_Evil.wav
