duration	iti	trial_type	stim_file
14.5	14.5	visual/auditory	audio/Stereotype_News.wav
14.5	14.5	motor	
14.5	14.5	visual	
14.5	14.5	visual	
14.5	14.5	motor	
14.5	14.5	motor/auditory	audio/Funshine.wav
14.5	14.5	motor/auditory	audio/Breaking_Bollywood.wav
14.5	14.5	visual/auditory	audio/Funshine.wav
14.5	14.5	visual/auditory	audio/Improv_for_Evil.wav
14.5	14.5	motor/auditory	audio/Bleu.wav
14.5	14.5	visual	
14.5	14.5	motor	
14.5	14.5	visual/auditory	audio/Shenzhen_Nightlife.wav
14.5	14.5	visual	
14.5	14.5	motor/auditory	audio/Stereotype_News.wav
14.5	14.5	motor	
