duration	iti	trial_type	stim_file
14	14	motor/auditory	audio/Ukulele_Song.wav
14	14	motor	
14	14	visual	
14	14	visual/auditory	audio/Bollywood_Groove.wav
14	14	motor	
14	14	motor/auditory	audio/Ukulele_Song.wav
14	14	visual	
14	14	visual/auditory	audio/Le_Baguette.wav
14	14	motor	
14	14	motor/auditory	audio/Stereotype_News.wav
14	14	visual	
14	14	visual/auditory	audio/Jack_The_Lumberer.wav
14	14	motor/auditory	audio/Jack_The_Lumberer.wav
14	14	visual	
14	14	motor	
14	14	visual/auditory	audio/Cumbish.wav
