duration	iti	trial_type	stimulus
2.549337919136147	10.435827735802999	fingertapping	
4.338851364979954	3.286146254900252	tone	audio/750Hz_20s.wav
4.410548659673504	11.387652943328792	checkerboard	
4.132689175993669	8.624613651047534	fingertapping	
2.140148950304474	11.387652943328792	fingertapping	
1.1804297935275483	8.131644778911891	checkerboard	
1.1014036663996523	7.564261495978645	checkerboard	
3.623710880490142	8.190290034777654	tone	audio/850Hz_20s.wav
1.1804297935275483	7.564261495978645	tone	audio/250Hz_20s.wav
3.52022425662492	8.190290034777654	fingertapping	
3.623710880490142	3.286146254900252	fingertapping	
4.132689175993669	3.310635765931498	tone	audio/500Hz_20s.wav
4.156592108460311	4.33485002386118	tone	audio/600Hz_20s.wav
2.549337919136147	8.624613651047534	checkerboard	
4.132689175993669	9.450124476476661	checkerboard	
3.7185016808710234	11.387652943328792	tone	audio/850Hz_20s.wav
3.52022425662492	3.310635765931498	checkerboard	
3.7185016808710234	3.310635765931498	fingertapping	
4.088823724958562	3.286146254900252	checkerboard	
2.140148950304474	5.292704133409472	tone	audio/500Hz_20s.wav
2.0793830968864753	7.017525762447406	checkerboard	
4.088823724958562	9.450124476476661	tone	audio/250Hz_20s.wav
4.156592108460311	6.829267785749572	checkerboard	
3.7185016808710234	5.292704133409472	checkerboard	
4.338851364979954	8.190290034777654	checkerboard	
4.156592108460311	5.292704133409472	fingertapping	
4.410548659673504	9.450124476476661	fingertapping	
1.1014036663996523	7.017525762447406	fingertapping	
2.140148950304474	4.33485002386118	checkerboard	
2.549337919136147	8.131644778911891	tone	audio/600Hz_20s.wav
2.0793830968864753	6.320605386844548	fingertapping	
4.410548659673504	8.624613651047534	tone	audio/850Hz_20s.wav
2.0793830968864753	6.320605386844548	tone	audio/750Hz_20s.wav
4.78320449222549	6.320605386844548	checkerboard	
1.1014036663996523	6.829267785749572	tone	audio/600Hz_20s.wav
4.338851364979954	4.33485002386118	fingertapping	
3.52022425662492	10.435827735802999	tone	audio/500Hz_20s.wav
4.78320449222549	7.017525762447406	tone	audio/250Hz_20s.wav
1.1804297935275483	8.131644778911891	fingertapping	
4.088823724958562	7.564261495978645	fingertapping	
4.78320449222549	6.829267785749572	fingertapping	
3.623710880490142	10.435827735802999	checkerboard	
