duration	iti	trial_type	stim_file
3.4	5.4	motor/auditory	audio/Bleu.wav
1.6	6.2	motor	
3.6	2.8	visual/auditory	audio/Ukulele_Song.wav
3.1	5.5	visual	
2.5	4.2	visual/auditory	audio/Funshine.wav
2.7	3.9	visual	
3.4	5.4	motor	
3.2	3.8	motor/auditory	audio/Jack_The_Lumberer.wav
0.7	5.2	visual/auditory	audio/Breaking_Bollywood.wav
1.4	5.7	motor	
1.6	4.1	motor/auditory	audio/Bollywood_Groove.wav
3.9	4.2	visual	
1.6	3.0	motor	
2.8	7.6	visual/auditory	audio/Bollywood_Groove.wav
1.1	4.5	visual	
1.1	4.9	motor/auditory	audio/Coy_Koi.wav
1.1	4.1	visual	
3.9	4.3	motor/auditory	audio/Ukulele_Song.wav
2.8	5.6	visual/auditory	audio/Bleu.wav
2.9	4.5	motor	
2.5	7.8	visual/auditory	audio/Coy_Koi.wav
3.6	3.7	motor/auditory	audio/Bollywood_Groove.wav
3.3	6.6	motor	
1.9	5.9	visual	
3.4	3.7	motor/auditory	audio/Desert_Conflict.wav
3.1	7.7	motor	
1.3	3.0	visual	
2.0	6.1	visual/auditory	audio/Shenzhen_Nightlife.wav
3.3	4.6	motor/auditory	audio/Coy_Koi.wav
2.0	4.3	motor	
1.4	4.4	visual/auditory	audio/Stereotype_News.wav
3.2	3.3	visual	
1.3	4.3	motor	
1.5	5.7	visual/auditory	audio/Le_Baguette.wav
3.8	4.8	visual	
1.8	3.5	motor/auditory	audio/Le_Baguette.wav
1.3	3.9	visual	
2.4	6.1	visual/auditory	audio/Ukulele_Song.wav
3.0	2.6	motor	
2.9	6.4	motor/auditory	audio/Cumbish.wav
1.9	4.6	motor	
3.0	3.3	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.4	3.7	visual	
3.8	3.5	visual/auditory	audio/Improv_for_Evil.wav
2.6	6.2	visual	
4.0	7.6	motor	
3.3	3.0	motor/auditory	audio/Improv_for_Evil.wav
1.2	4.2	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.8	6.2	visual	
2.5	5.1	motor	
2.2	6.0	visual/auditory	audio/Stereotype_News.wav
1.0	7.3	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.2	5.9	visual	
2.9	7.2	motor/auditory	audio/Improv_for_Evil.wav
0.8	5.3	visual/auditory	audio/Bleu.wav
0.5	3.3	motor	
0.5	3.7	visual	
0.8	3.8	motor	
3.0	5.0	visual/auditory	audio/Shenzhen_Nightlife.wav
3.1	14.9	motor/auditory	audio/Breaking_Bollywood.wav
