duration	iti	trial_type	stim_file
0.8	4.9	visual/auditory	audio/Improv_for_Evil.wav
3.0	4.4	visual	
2.3	3.5	motor	
3.3	6.8	motor/auditory	audio/Shenzhen_Nightlife.wav
2.6	6.8	motor	
1.4	4.7	motor/auditory	audio/Desert_Conflict.wav
2.9	3.9	visual	
3.8	5.4	visual/auditory	audio/Ukulele_Song.wav
3.0	4.8	visual	
1.9	5.7	visual/auditory	audio/Cumbish.wav
2.0	4.6	motor/auditory	audio/Le_Baguette.wav
2.0	7.6	motor	
1.8	4.5	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.8	4.3	visual/auditory	audio/Desert_Conflict.wav
2.4	2.8	visual	
1.5	3.4	motor	
2.6	7.2	visual/auditory	audio/Stereotype_News.wav
1.7	4.1	motor	
1.5	5.9	motor/auditory	audio/Ukulele_Song.wav
0.7	4.9	visual	
3.2	4.8	motor	
3.9	3.2	visual/auditory	audio/Shenzhen_Nightlife.wav
2.2	5.3	visual	
3.2	5.5	motor/auditory	audio/Bleu.wav
2.9	4.8	visual	
2.2	7.4	visual/auditory	audio/Breaking_Bollywood.wav
1.8	5.5	motor/auditory	audio/Bleu.wav
3.0	4.0	motor	
3.6	3.8	motor/auditory	audio/Bollywood_Groove.wav
2.5	4.5	visual	
2.4	5.1	visual/auditory	audio/Funshine.wav
2.2	4.0	motor	
1.3	3.2	motor/auditory	audio/Jack_The_Lumberer.wav
3.6	4.3	visual	
0.9	3.2	visual/auditory	audio/Jack_The_Lumberer.wav
2.4	3.6	motor	
2.8	6.3	visual	
2.6	4.5	motor	
2.8	4.4	visual/auditory	audio/Coy_Koi.wav
3.7	4.4	motor/auditory	audio/Breaking_Bollywood.wav
2.0	6.2	motor	
0.6	5.0	visual	
3.3	3.5	motor/auditory	audio/Breaking_Bollywood.wav
1.6	5.0	visual/auditory	audio/Ukulele_Song.wav
1.2	5.9	visual	
3.4	3.1	motor	
1.5	4.9	visual/auditory	audio/Stereotype_News.wav
3.3	4.7	motor/auditory	audio/Stereotype_News.wav
1.9	5.1	motor	
1.5	3.8	visual	
3.1	4.2	motor/auditory	audio/Improv_for_Evil.wav
3.5	7.2	visual/auditory	audio/Desert_Conflict.wav
3.7	4.6	motor/auditory	audio/Funshine.wav
1.9	5.0	motor	
2.9	3.4	visual/auditory	audio/Shenzhen_Nightlife.wav
2.8	4.4	visual	
3.5	3.4	visual/auditory	audio/Le_Baguette.wav
0.7	3.2	motor	
1.1	5.0	visual	
2.3	20.4	motor/auditory	audio/Jack_The_Lumberer.wav
