duration	iti	trial_type	stim_file
2.1	6.6	visual/auditory	audio/Desert_Conflict.wav
3.1	4.6	motor	
3.0	7.7	motor/auditory	audio/Le_Baguette.wav
2.1	4.6	visual	
1.8	4.2	motor/auditory	audio/Bollywood_Groove.wav
0.6	5.6	motor	
1.6	5.3	visual/auditory	audio/Desert_Conflict.wav
1.3	4.7	visual	
0.7	5.8	motor/auditory	audio/Stereotype_News.wav
2.4	5.3	visual	
1.4	4.1	visual/auditory	audio/Shenzhen_Nightlife.wav
3.9	6.4	motor	
0.5	4.1	motor/auditory	audio/Cumbish.wav
3.7	3.3	motor	
2.1	4.1	visual	
1.4	4.3	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.5	5.7	motor/auditory	audio/Desert_Conflict.wav
2.0	4.6	visual/auditory	audio/Bollywood_Groove.wav
0.5	3.8	visual	
2.9	6.0	motor	
1.2	4.5	visual	
1.5	5.5	motor/auditory	audio/Breaking_Bollywood.wav
0.9	5.3	visual/auditory	audio/Breaking_Bollywood.wav
3.3	3.2	motor	
2.5	5.3	visual	
2.7	7.3	visual/auditory	audio/Le_Baguette.wav
3.8	4.0	motor	
3.2	3.3	motor/auditory	audio/Jack_The_Lumberer.wav
3.6	4.0	visual/auditory	audio/Coy_Koi.wav
1.9	6.3	motor/auditory	audio/Shenzhen_Nightlife.wav
3.6	4.6	motor	
3.3	5.4	visual	
3.1	4.5	motor/auditory	audio/Bleu.wav
2.3	3.7	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.4	3.2	motor	
2.5	4.3	visual	
2.6	4.9	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.5	7.9	visual	
2.7	5.7	motor	
2.0	6.3	motor/auditory	audio/Le_Baguette.wav
2.5	4.4	visual	
3.6	4.0	motor	
0.5	3.8	visual/auditory	audio/Breaking_Bollywood.wav
2.2	3.4	motor/auditory	audio/Ukulele_Song.wav
3.0	4.0	motor	
3.9	2.8	visual	
2.6	4.3	visual/auditory	audio/Bleu.wav
0.7	3.3	motor/auditory	audio/Funshine.wav
2.5	3.6	visual/auditory	audio/Ukulele_Song.wav
3.4	3.0	visual	
1.9	5.0	motor/auditory	audio/Shenzhen_Nightlife.wav
3.4	2.8	motor	
3.9	3.9	visual	
1.4	3.9	motor/auditory	audio/Stereotype_News.wav
3.0	4.9	visual/auditory	audio/Coy_Koi.wav
1.0	7.3	motor	
0.6	6.3	visual	
1.3	6.2	motor/auditory	audio/Jack_The_Lumberer.wav
3.7	4.5	visual/auditory	audio/Stereotype_News.wav
3.5	5.2	motor	
