duration	iti	trial_type	stim_file
0.6	2.9	visual	
2.1	5.6	visual/auditory	audio/Shenzhen_Nightlife.wav
4.0	5.9	motor	
1.5	4.7	motor/auditory	audio/Coy_Koi.wav
1.3	5.0	visual/auditory	audio/Shenzhen_Nightlife.wav
2.6	3.0	motor/auditory	audio/Funshine.wav
3.2	6.9	motor	
2.7	5.8	visual	
2.1	4.7	motor	
3.3	3.3	visual/auditory	audio/Cumbish.wav
0.7	2.8	motor/auditory	audio/Funshine.wav
3.3	5.8	visual	
3.3	5.1	motor/auditory	audio/Le_Baguette.wav
1.5	3.8	visual/auditory	audio/Stereotype_News.wav
3.7	4.9	visual	
1.8	4.2	motor	
1.5	6.2	motor/auditory	audio/Bollywood_Groove.wav
3.5	3.2	visual	
2.8	4.3	motor	
1.6	3.7	visual/auditory	audio/Bleu.wav
3.7	4.7	visual	
3.1	6.2	motor/auditory	audio/Desert_Conflict.wav
3.8	3.6	visual/auditory	audio/Breaking_Bollywood.wav
0.8	3.7	motor	
1.2	6.5	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
0.5	7.9	visual	
2.2	3.2	motor	
2.0	6.1	motor/auditory	audio/Coy_Koi.wav
3.1	4.6	motor	
2.8	4.3	visual/auditory	audio/Ukulele_Song.wav
3.9	4.1	visual	
2.1	7.8	motor/auditory	audio/Desert_Conflict.wav
2.3	4.0	motor	
0.8	4.7	visual/auditory	audio/Bleu.wav
2.0	5.7	motor/auditory	audio/Jack_The_Lumberer.wav
4.0	4.1	visual	
1.9	6.1	motor/auditory	audio/Ukulele_Song.wav
3.1	5.5	visual	
3.2	5.0	visual/auditory	audio/Jack_The_Lumberer.wav
0.9	4.0	motor	
3.4	3.4	visual	
3.6	4.6	visual/auditory	audio/Cumbish.wav
2.7	3.9	motor/auditory	audio/Coy_Koi.wav
3.5	4.6	motor	
2.3	2.2	visual/auditory	audio/Stereotype_News.wav
3.8	3.9	visual	
0.8	3.4	motor	
3.3	5.1	motor/auditory	audio/Le_Baguette.wav
2.3	6.9	visual	
3.1	6.1	motor/auditory	audio/Improv_for_Evil.wav
1.1	7.0	motor	
2.0	4.0	visual/auditory	audio/Shenzhen_Nightlife.wav
2.3	5.5	motor/auditory	audio/Le_Baguette.wav
3.5	8.0	visual/auditory	audio/Improv_for_Evil.wav
1.3	6.1	visual	
0.9	7.0	motor	
3.9	5.5	visual	
1.4	4.3	visual/auditory	audio/Ukulele_Song.wav
2.0	4.0	motor	
2.8	10.4	motor/auditory	audio/Jack_The_Lumberer.wav
