duration	iti	trial_type	stim_file
14.5	14.5	visual/auditory	audio/Coy_Koi.wav
14.5	14.5	motor	
14.5	14.5	motor/auditory	audio/Breaking_Bollywood.wav
14.5	14.5	visual/auditory	audio/Desert_Conflict.wav
14.5	14.5	motor	
14.5	14.5	motor	
14.5	14.5	visual/auditory	audio/Improv_for_Evil.wav
14.5	14.5	visual	
14.5	14.5	visual	
14.5	14.5	visual	
14.5	14.5	motor	
14.5	14.5	visual	
14.5	14.5	motor/auditory	audio/Cumbish.wav
14.5	14.5	motor/auditory	audio/Bleu.wav
14.5	14.5	visual/auditory	audio/Breaking_Bollywood.wav
14.5	14.5	motor/auditory	audio/Bleu.wav
