duration	iti	trial_type	stim_file
1.6	6.1	visual	
2.0	4.0	motor	
1.9	7.8	motor/auditory	audio/Jack_The_Lumberer.wav
3.6	4.1	visual/auditory	audio/Bollywood_Groove.wav
3.3	4.0	motor	
0.6	5.5	visual/auditory	audio/Stereotype_News.wav
2.2	7.8	motor/auditory	audio/Breaking_Bollywood.wav
2.0	3.0	visual	
3.7	6.7	motor	
2.8	7.8	visual/auditory	audio/Bleu.wav
1.4	3.7	visual	
4.0	3.7	motor/auditory	audio/Cumbish.wav
3.1	5.4	visual/auditory	audio/Coy_Koi.wav
1.7	4.5	visual	
0.8	3.8	motor/auditory	audio/Funshine.wav
3.9	5.7	motor	
2.6	5.1	motor/auditory	audio/Shenzhen_Nightlife.wav
1.6	3.6	visual	
3.8	3.9	motor	
2.4	3.1	visual/auditory	audio/Improv_for_Evil.wav
2.7	3.3	motor/auditory	audio/Ukulele_Song.wav
3.5	6.5	motor	
1.8	4.2	visual/auditory	audio/Ukulele_Song.wav
2.5	6.8	visual	
2.2	2.8	visual/auditory	audio/Shenzhen_Nightlife.wav
1.9	6.3	motor	
0.9	5.0	motor/auditory	audio/Jack_The_Lumberer.wav
2.9	4.9	visual	
2.1	5.5	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.9	4.8	motor	
3.9	4.0	visual/auditory	audio/Improv_for_Evil.wav
2.0	4.2	visual	
2.9	4.5	motor/auditory	audio/Breaking_Bollywood.wav
3.0	5.5	motor	
1.7	3.3	visual/auditory	audio/Shenzhen_Nightlife.wav
3.7	4.9	visual	
2.3	5.4	motor	
2.9	5.0	motor/auditory	audio/Stereotype_News.wav
3.1	3.5	visual/auditory	audio/Funshine.wav
3.1	2.4	visual	
1.7	4.4	motor/auditory	audio/Le_Baguette.wav
2.7	4.1	visual/auditory	audio/Coy_Koi.wav
3.8	4.9	visual	
3.3	4.0	motor	
1.7	2.5	visual/auditory	audio/Bollywood_Groove.wav
1.6	5.9	motor	
1.1	4.1	visual	
1.9	4.1	motor/auditory	audio/Desert_Conflict.wav
4.0	5.8	visual/auditory	audio/Cumbish.wav
3.0	5.7	motor/auditory	audio/Desert_Conflict.wav
2.4	5.3	visual	
3.0	3.7	motor	
0.5	3.9	motor/auditory	audio/Bleu.wav
2.3	5.2	visual	
2.3	3.1	visual/auditory	audio/Desert_Conflict.wav
1.3	6.3	motor	
2.6	6.4	visual/auditory	audio/Ukulele_Song.wav
3.5	2.9	visual	
2.8	3.2	motor	
2.8	17.1	motor/auditory	audio/Funshine.wav
