duration	iti	trial_type	stimulus
4.658644860356096	7.101657142311697	checkerboard	
3.012220083673704	4.113625149982712	checkerboard	
3.999322957201332	7.809886669897886	tone	audio/750Hz_20s.wav
1.71853436012794	9.976071524251987	checkerboard	
1.9638914662158338	4.827743023958344	tone	audio/250Hz_20s.wav
4.658644860356096	7.2475926480445025	tone	audio/500Hz_20s.wav
2.2629816890865997	8.416800881562995	tone	audio/850Hz_20s.wav
3.9895238707360656	8.416800881562995	checkerboard	
3.999322957201332	7.048850901352504	checkerboard	
4.263400990822136	10.346849511951083	fingertapping	
3.9895238707360656	7.048850901352504	fingertapping	
3.012220083673704	7.2475926480445025	fingertapping	
2.2473953775649327	7.863446096403312	fingertapping	
2.2473953775649327	10.346849511951083	checkerboard	
1.71853436012794	4.113625149982712	fingertapping	
2.1649463055284253	10.346849511951083	tone	audio/850Hz_20s.wav
1.9638914662158338	7.037216339653716	fingertapping	
4.656105115572943	7.809886669897886	checkerboard	
4.263400990822136	8.47121402270245	checkerboard	
3.2977643177398397	7.2475926480445025	checkerboard	
1.0600073634665885	6.9700621122761195	tone	audio/250Hz_20s.wav
3.999322957201332	6.9700621122761195	fingertapping	
2.2629816890865997	7.809886669897886	fingertapping	
3.2977643177398397	9.976071524251987	fingertapping	
4.656105115572943	9.976071524251987	tone	audio/750Hz_20s.wav
2.2629816890865997	4.827743023958344	checkerboard	
2.1649463055284253	8.416800881562995	fingertapping	
3.012220083673704	7.037216339653716	tone	audio/250Hz_20s.wav
1.9638914662158338	7.037216339653716	checkerboard	
1.5354081852891475	7.101657142311697	fingertapping	
1.5354081852891475	8.47121402270245	tone	audio/600Hz_20s.wav
3.9895238707360656	4.113625149982712	tone	audio/600Hz_20s.wav
4.656105115572943	4.827743023958344	fingertapping	
2.2473953775649327	7.9388370322691095	tone	audio/600Hz_20s.wav
1.71853436012794	7.101657142311697	tone	audio/750Hz_20s.wav
1.5354081852891475	7.9388370322691095	checkerboard	
1.0600073634665885	6.9700621122761195	checkerboard	
4.658644860356096	7.9388370322691095	fingertapping	
2.1649463055284253	7.863446096403312	checkerboard	
4.263400990822136	7.048850901352504	tone	audio/500Hz_20s.wav
1.0600073634665885	8.47121402270245	fingertapping	
3.2977643177398397	7.863446096403312	tone	audio/850Hz_20s.wav
