duration	iti	trial_type	stim_file
3.7	3.1	visual	
3.4	5.3	motor/auditory	audio/Coy_Koi.wav
2.8	5.7	motor	
1.8	5.4	visual/auditory	audio/Breaking_Bollywood.wav
2.8	7.6	visual	
1.6	4.7	visual/auditory	audio/Jack_The_Lumberer.wav
1.8	4.8	motor	
1.4	4.8	motor/auditory	audio/Funshine.wav
2.3	5.5	motor	
1.7	4.4	visual	
0.5	3.5	visual/auditory	audio/Cumbish.wav
0.7	5.7	motor/auditory	audio/Bollywood_Groove.wav
3.4	4.2	motor	
3.2	3.8	visual/auditory	audio/Ukulele_Song.wav
2.3	6.1	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.9	3.3	visual	
3.1	3.1	motor/auditory	audio/Le_Baguette.wav
3.2	4.2	motor	
2.3	5.7	visual/auditory	audio/Le_Baguette.wav
2.3	4.2	visual	
1.4	5.9	motor	
3.0	3.9	visual	
2.1	5.4	motor/auditory	audio/Improv_for_Evil.wav
3.1	5.2	visual/auditory	audio/Bollywood_Groove.wav
0.7	4.6	motor	
2.4	3.1	motor/auditory	audio/Le_Baguette.wav
2.4	2.9	visual	
3.4	4.2	visual/auditory	audio/Ukulele_Song.wav
1.6	7.2	motor	
3.3	4.9	visual/auditory	audio/Breaking_Bollywood.wav
2.5	4.3	motor/auditory	audio/Stereotype_News.wav
3.1	3.3	visual	
3.0	8.0	motor/auditory	audio/Coy_Koi.wav
1.0	6.0	motor	
2.0	3.8	visual	
2.2	5.3	visual/auditory	audio/Shenzhen_Nightlife.wav
3.1	4.2	motor	
1.2	6.3	motor/auditory	audio/Stereotype_News.wav
3.7	4.9	visual/auditory	audio/Funshine.wav
2.4	3.9	visual	
0.9	6.1	motor	
3.6	4.5	visual	
3.1	3.5	motor/auditory	audio/Desert_Conflict.wav
0.6	4.9	visual/auditory	audio/Stereotype_News.wav
1.3	4.3	motor/auditory	audio/Shenzhen_Nightlife.wav
3.7	5.5	visual	
2.3	7.0	motor	
1.4	5.7	visual/auditory	audio/Ukulele_Song.wav
3.1	4.9	motor	
0.7	4.6	motor/auditory	audio/Desert_Conflict.wav
1.8	4.6	visual/auditory	audio/Cumbish.wav
1.9	7.8	visual	
3.9	4.2	visual/auditory	audio/Jack_The_Lumberer.wav
4.0	7.6	motor	
2.3	5.8	motor/auditory	audio/Improv_for_Evil.wav
1.0	3.2	visual	
3.0	3.3	motor	
1.3	3.0	motor/auditory	audio/Bleu.wav
2.2	3.7	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.7	17.8	visual	
