duration	iti	trial_type	stim_file
2.0	6.0	motor	
2.9	5.3	visual	
2.5	4.3	motor/auditory	audio/Improv_for_Evil.wav
2.9	4.1	visual/auditory	audio/Bleu.wav
4.0	3.4	motor	
0.8	5.2	visual/auditory	audio/Coy_Koi.wav
3.0	4.0	motor/auditory	audio/Desert_Conflict.wav
3.4	4.4	visual	
3.5	2.5	visual/auditory	audio/Shenzhen_Nightlife.wav
2.5	3.7	visual	
1.7	4.3	motor	
2.2	3.9	motor/auditory	audio/Improv_for_Evil.wav
2.3	5.2	motor	
3.9	2.8	motor/auditory	audio/Bollywood_Groove.wav
2.9	5.6	visual	
1.1	3.8	visual/auditory	audio/Jack_The_Lumberer.wav
2.7	4.2	motor	
2.5	4.4	visual	
2.2	6.5	visual/auditory	audio/Desert_Conflict.wav
0.8	5.9	motor/auditory	audio/Stereotype_News.wav
3.3	2.5	visual	
0.8	2.9	motor	
2.4	6.7	motor/auditory	audio/Cumbish.wav
1.5	6.1	visual/auditory	audio/Coy_Koi.wav
3.8	4.3	visual	
3.7	3.3	visual/auditory	audio/Le_Baguette.wav
2.6	5.2	motor/auditory	audio/Bollywood_Groove.wav
3.7	3.2	motor	
3.6	4.5	visual/auditory	audio/Jack_The_Lumberer.wav
2.9	3.7	motor/auditory	audio/Breaking_Bollywood.wav
3.2	4.6	motor	
3.8	5.1	visual	
1.9	3.7	motor	
2.0	3.0	visual/auditory	audio/Funshine.wav
1.6	3.7	visual	
1.2	7.5	motor/auditory	audio/Jack_The_Lumberer.wav
2.7	3.8	visual	
3.9	3.1	motor/auditory	audio/Stereotype_News.wav
4.0	5.0	motor	
1.1	6.3	visual/auditory	audio/Bleu.wav
3.0	3.2	motor	
2.4	4.3	visual	
3.4	6.1	motor/auditory	audio/Stereotype_News.wav
0.8	6.4	visual/auditory	audio/Coy_Koi.wav
0.7	7.2	motor	
3.8	3.8	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.2	5.5	motor/auditory	audio/Bollywood_Groove.wav
2.3	5.9	visual	
3.0	4.4	motor	
3.1	3.9	visual	
3.7	2.5	visual/auditory	audio/Le_Baguette.wav
3.1	4.4	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.8	5.2	visual/auditory	audio/Funshine.wav
1.2	5.0	motor/auditory	audio/Cumbish.wav
3.5	5.3	visual	
3.2	5.0	motor	
2.4	6.9	visual	
3.5	5.1	motor/auditory	audio/Desert_Conflict.wav
2.4	5.2	visual/auditory	audio/Shenzhen_Nightlife.wav
1.4	3.5	motor	
