duration	iti	trial_type	stim_file
3.4	5.0	motor/auditory	audio/Bollywood_Groove.wav
3.0	3.4	motor	
3.1	6.7	visual/auditory	audio/Coy_Koi.wav
1.4	4.0	visual	
3.4	5.0	motor/auditory	audio/Bollywood_Groove.wav
3.5	4.4	visual	
2.9	4.7	motor	
3.4	4.6	visual/auditory	audio/Jack_The_Lumberer.wav
2.0	7.1	motor	
3.2	3.5	visual	
3.5	4.8	motor/auditory	audio/Stereotype_News.wav
0.6	3.4	visual/auditory	audio/Breaking_Bollywood.wav
1.7	4.9	motor	
2.2	4.6	visual	
0.6	3.8	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.9	4.5	motor/auditory	audio/Le_Baguette.wav
3.1	5.7	visual	
3.3	4.1	motor/auditory	audio/Shenzhen_Nightlife.wav
3.5	4.7	motor	
0.9	3.4	visual/auditory	audio/Shenzhen_Nightlife.wav
3.6	4.2	visual	
1.3	2.8	motor	
2.4	5.5	visual/auditory	audio/Stereotype_News.wav
2.6	5.6	motor/auditory	audio/Cumbish.wav
2.3	6.1	visual	
1.0	6.4	visual/auditory	audio/Bleu.wav
2.5	4.4	motor	
2.1	2.6	motor/auditory	audio/Bleu.wav
3.3	4.5	visual	
3.1	5.8	visual/auditory	audio/Shenzhen_Nightlife.wav
2.2	6.0	motor/auditory	audio/Improv_for_Evil.wav
0.5	3.6	motor	
1.6	3.0	motor/auditory	audio/Funshine.wav
2.7	6.4	visual/auditory	audio/Ukulele_Song.wav
1.9	3.2	visual	
1.6	4.8	motor	
3.0	4.3	visual	
3.1	4.1	visual/auditory	audio/Jack_The_Lumberer.wav
2.5	3.3	motor	
3.2	6.0	motor/auditory	audio/Jack_The_Lumberer.wav
1.8	4.5	motor	
2.3	6.7	visual	
2.6	6.3	visual/auditory	audio/Improv_for_Evil.wav
2.6	3.4	motor/auditory	audio/Desert_Conflict.wav
2.0	4.3	motor	
3.8	3.7	motor/auditory	audio/Funshine.wav
3.5	5.0	visual	
0.7	5.1	visual/auditory	audio/Coy_Koi.wav
1.8	5.4	visual	
3.7	5.8	motor/auditory	audio/Breaking_Bollywood.wav
2.9	5.1	visual/auditory	audio/Funshine.wav
2.5	5.6	motor	
0.8	4.7	visual	
3.4	6.5	motor/auditory	audio/Stereotype_News.wav
3.4	5.1	motor	
3.5	4.4	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.2	4.3	motor	
1.8	5.1	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
0.7	7.4	visual	
2.0	4.9	visual/auditory	audio/Cumbish.wav
