duration	iti	trial_type	stim_file
0.7	3.5	motor	
3.5	6.1	visual/auditory	audio/Bleu.wav
3.5	6.9	motor/auditory	audio/Stereotype_News.wav
2.7	4.7	visual	
2.9	4.2	visual/auditory	audio/Le_Baguette.wav
1.3	2.4	visual	
2.4	6.2	motor	
3.2	4.1	motor/auditory	audio/Desert_Conflict.wav
0.9	5.1	visual	
3.0	6.4	motor	
3.4	3.9	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.3	5.2	visual/auditory	audio/Improv_for_Evil.wav
2.2	6.5	visual	
3.1	5.4	motor	
0.6	3.9	visual/auditory	audio/Breaking_Bollywood.wav
0.8	7.5	motor/auditory	audio/Jack_The_Lumberer.wav
1.8	6.4	visual/auditory	audio/Bleu.wav
3.4	3.3	motor	
1.0	3.0	motor/auditory	audio/Ukulele_Song.wav
2.7	3.7	visual	
2.4	3.5	motor	
3.0	5.6	visual	
4.0	5.3	motor/auditory	audio/Funshine.wav
3.9	5.5	visual/auditory	audio/Cumbish.wav
3.3	5.5	motor	
2.0	5.7	visual/auditory	audio/Bollywood_Groove.wav
3.8	3.1	motor/auditory	audio/Coy_Koi.wav
3.3	4.6	visual	
0.6	4.1	visual/auditory	audio/Stereotype_News.wav
0.7	4.7	motor/auditory	audio/Ukulele_Song.wav
0.8	4.8	motor	
2.7	4.3	visual	
3.3	5.7	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
1.6	4.5	motor/auditory	audio/Coy_Koi.wav
2.4	5.0	motor	
2.4	3.9	visual	
3.1	2.7	motor/auditory	audio/Shenzhen_Nightlife.wav
3.6	3.7	visual	
1.0	4.1	motor	
1.3	4.3	visual/auditory	audio/Ukulele_Song.wav
2.0	3.7	visual	
1.7	5.0	visual/auditory	audio/Jack_The_Lumberer.wav
2.0	5.7	motor	
1.3	3.9	motor/auditory	audio/Le_Baguette.wav
3.1	6.2	visual	
2.1	4.3	motor	
2.4	6.2	visual/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
3.6	3.7	motor/auditory	audio/Improv_for_Evil.wav
2.7	4.3	motor	
3.0	4.7	visual	
3.4	5.6	visual/auditory	audio/Bleu.wav
2.6	3.9	motor/auditory	audio/Coy_Koi.wav
3.4	5.2	motor	
2.2	3.5	visual	
1.6	5.8	motor/auditory	audio/Funshine.wav
2.5	4.4	visual/auditory	audio/Shenzhen_Nightlife.wav
1.7	7.1	motor/auditory	audio/Shenzhen_Nightlife.wav
1.6	4.6	motor	
3.6	5.4	visual	
0.9	19.8	visual/auditory	audio/Cumbish.wav
