duration	iti	trial_type	stim_file
1.9	7.8	visual/auditory	audio/Stereotype_News.wav
2.8	2.5	motor/auditory	audio/Coy_Koi.wav
1.9	5.0	motor	
0.8	6.5	visual	
3.5	4.8	visual/auditory	audio/Desert_Conflict.wav
2.3	6.7	motor/auditory	audio/Funshine.wav
2.6	5.0	motor	
1.4	3.6	visual	
1.5	5.3	visual/auditory	audio/Funshine.wav
1.5	4.3	motor/auditory	audio/Improv_for_Evil.wav
2.8	2.9	visual	
3.8	4.1	motor	
2.2	3.3	visual	
3.1	3.9	visual/auditory	audio/Funshine.wav
3.4	3.6	motor/auditory	audio/Cumbish.wav
1.5	5.3	motor	
1.1	5.8	motor/auditory	audio/Breaking_Bollywood.wav
0.8	4.1	motor	
1.4	5.5	visual	
3.6	5.3	visual/auditory	audio/Ukulele_Song.wav
1.6	4.2	visual	
3.8	4.1	motor/auditory	audio/Stereotype_News.wav
2.0	6.0	motor	
2.5	5.3	visual/auditory	audio/Shenzhen_Nightlife.wav
2.5	6.8	motor	
1.0	6.2	visual	
3.4	3.5	motor/auditory	audio/Bollywood_Groove.wav
4.0	4.2	visual/auditory	audio/Improv_for_Evil.wav
1.7	4.7	motor	
3.6	3.1	visual	
3.2	3.7	visual/auditory	audio/Coy_Koi.wav
3.6	6.5	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.7	3.9	motor	
1.6	7.6	motor/auditory	audio/Cumbish.wav
2.5	3.6	visual/auditory	audio/Desert_Conflict.wav
0.9	4.1	visual	
3.1	3.2	motor/auditory	audio/Bollywood_Groove.wav
3.4	5.2	visual	
2.5	3.5	visual/auditory	audio/Improv_for_Evil.wav
3.8	4.7	motor	
0.7	6.3	motor/auditory	audio/Bleu.wav
3.9	4.5	visual	
2.1	5.0	visual/auditory	audio/Breaking_Bollywood.wav
0.7	4.5	motor	
0.7	3.5	motor/auditory	audio/Le_Baguette.wav
2.9	7.2	visual	
3.7	7.7	motor	
3.5	7.1	visual/auditory	audio/Desert_Conflict.wav
1.3	2.9	motor	
3.5	5.6	visual/auditory	audio/Bollywood_Groove.wav
1.3	4.8	visual	
3.5	4.5	motor/auditory	audio/Jack_The_Lumberer.wav
0.9	5.4	visual/auditory	audio/Cumbish.wav
3.3	5.1	visual	
0.6	7.5	motor/auditory	audio/Bleu.wav
0.9	2.7	motor	
3.1	3.2	motor/auditory	audio/Breaking_Bollywood.wav
1.0	5.6	visual/auditory	audio/Le_Baguette.wav
0.9	4.1	visual	
1.5	5.2	motor	
