duration	iti	trial_type	stim_file
2.3	4.8	visual/auditory	audio/Shenzhen_Nightlife.wav
2.9	3.7	motor/auditory	audio/Bleu.wav
0.9	4.0	visual	
0.6	2.6	motor	
3.2	7.5	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.5	5.0	visual	
1.0	5.6	motor	
2.8	5.0	visual/auditory	audio/Bleu.wav
0.6	3.4	visual	
3.3	3.9	visual/auditory	audio/Improv_for_Evil.wav
3.6	4.8	motor	
0.9	5.9	motor/auditory	audio/Breaking_Bollywood.wav
2.2	3.3	visual/auditory	audio/Jack_The_Lumberer.wav
0.7	5.2	motor	
2.5	3.1	visual	
3.7	5.2	motor/auditory	audio/Improv_for_Evil.wav
0.8	3.8	visual	
2.7	5.4	motor/auditory	audio/Breaking_Bollywood.wav
2.0	3.8	visual/auditory	audio/Cumbish.wav
4.0	2.1	motor	
2.9	6.3	visual	
1.0	3.5	motor/auditory	audio/Ukulele_Song.wav
2.3	4.8	motor	
2.8	4.4	visual/auditory	audio/Bleu.wav
2.6	4.0	visual	
0.6	7.6	motor	
3.7	4.9	motor/auditory	audio/Cumbish.wav
3.0	4.3	visual/auditory	audio/Improv_for_Evil.wav
3.3	3.1	visual	
3.6	4.3	motor/auditory	audio/Cumbish.wav
2.5	4.5	visual/auditory	audio/Coy_Koi.wav
1.5	3.5	motor	
2.6	4.0	motor/auditory	audio/Ukulele_Song.wav
2.2	2.8	visual/auditory	audio/Ukulele_Song.wav
2.8	5.2	motor	
3.2	5.5	visual	
1.8	7.7	visual/auditory	audio/Stereotype_News.wav
1.9	3.2	visual	
2.1	4.7	motor/auditory	audio/Coy_Koi.wav
2.0	4.9	motor	
2.8	5.6	visual/auditory	audio/Desert_Conflict.wav
3.6	5.7	motor	
2.3	4.1	visual	
3.9	7.5	motor/auditory	audio/Jack_The_Lumberer.wav
1.6	4.4	motor	
3.2	5.3	motor/auditory	audio/Bollywood_Groove.wav
2.5	4.3	visual	
2.0	3.5	visual/auditory	audio/Funshine.wav
3.7	4.9	motor/auditory	audio/Ambush_in_Rattlesnake_Gulch.wav
2.6	6.3	visual/auditory	audio/Breaking_Bollywood.wav
1.0	3.8	visual	
1.2	4.4	motor	
3.6	6.6	motor/auditory	audio/Le_Baguette.wav
2.3	6.6	visual/auditory	audio/Desert_Conflict.wav
3.8	5.2	visual	
3.5	4.9	motor	
3.3	4.6	visual/auditory	audio/Shenzhen_Nightlife.wav
1.5	6.4	visual	
3.3	4.6	motor	
1.8	18.9	motor/auditory	audio/Shenzhen_Nightlife.wav
