duration	iti	trial_type	stim_file
14.5	14.5	visual/auditory	audio/Desert_Conflict.wav
14.5	14.5	visual	
14.5	14.5	visual/auditory	audio/Le_Baguette.wav
14.5	14.5	motor/auditory	audio/Shenzhen_Nightlife.wav
14.5	14.5	visual/auditory	audio/Improv_for_Evil.wav
14.5	14.5	motor	
14.5	14.5	visual	
14.5	14.5	visual	
14.5	14.5	visual	
14.5	14.5	motor	
14.5	14.5	motor	
14.5	14.5	motor	
14.5	14.5	motor/auditory	audio/Ukulele_Song.wav
14.5	14.5	visual/auditory	audio/Improv_for_Evil.wav
14.5	14.5	motor/auditory	audio/Funshine.wav
14.5	14.5	motor/auditory	audio/Desert_Conflict.wav
