duration	iti	trial_type	stim_file
14.5	14.5	visual/auditory	audio/Le_Baguette.wav
14.5	14.5	motor	
14.5	14.5	motor	
14.5	14.5	visual/auditory	audio/Funshine.wav
14.5	14.5	motor	
14.5	14.5	visual	
14.5	14.5	motor/auditory	audio/Desert_Conflict.wav
14.5	14.5	visual	
14.5	14.5	motor/auditory	audio/Funshine.wav
14.5	14.5	visual/auditory	audio/Cumbish.wav
14.5	14.5	visual	
14.5	14.5	motor	
14.5	14.5	motor/auditory	audio/Coy_Koi.wav
14.5	14.5	visual	
14.5	14.5	motor/auditory	audio/Cumbish.wav
14.5	14.5	visual/auditory	audio/Breaking_Bollywood.wav
