duration	iti	trial_type	stimulus
1.5246517716985104	7.738281697958696	fingertapping	
4.953422584950436	8.676307952487559	checkerboard	
3.3429014073016043	9.517246102208928	checkerboard	
1.3353423762990753	5.414044957803082	fingertapping	
4.8786730815098664	10.212891224212552	tone	audio/600Hz_20s.wav
1.7784359024952132	8.676307952487559	fingertapping	
4.953422584950436	4.0195626052287245	tone	audio/750Hz_20s.wav
2.300709470866059	9.517246102208928	fingertapping	
4.017899679494327	9.542757953055187	tone	audio/500Hz_20s.wav
4.678440675550652	4.174069731753429	fingertapping	
1.4644745571148134	10.212891224212552	checkerboard	
4.505630280401846	10.046775896135038	tone	audio/250Hz_20s.wav
2.300709470866059	7.283265083571138	tone	audio/500Hz_20s.wav
3.3429014073016043	4.0195626052287245	fingertapping	
3.3429014073016043	5.356096283368326	tone	audio/250Hz_20s.wav
4.017899679494327	5.356096283368326	fingertapping	
4.505630280401846	9.051890112992744	fingertapping	
3.356094188935061	9.051890112992744	tone	audio/500Hz_20s.wav
1.6038168096265522	9.051890112992744	checkerboard	
4.678440675550652	7.738281697958696	checkerboard	
1.3353423762990753	4.174069731753429	checkerboard	
1.4644745571148134	7.738281697958696	tone	audio/600Hz_20s.wav
1.3353423762990753	5.306272258997462	tone	audio/750Hz_20s.wav
1.7784359024952132	4.174069731753429	tone	audio/850Hz_20s.wav
3.356094188935061	7.235782211213918	checkerboard	
1.5246517716985104	4.0195626052287245	checkerboard	
2.684263142769205	5.414044957803082	tone	audio/600Hz_20s.wav
4.017899679494327	7.283265083571138	checkerboard	
1.4644745571148134	10.046775896135038	fingertapping	
1.5246517716985104	7.235782211213918	tone	audio/250Hz_20s.wav
1.7784359024952132	5.356096283368326	checkerboard	
4.8786730815098664	9.542757953055187	checkerboard	
1.6038168096265522	9.542757953055187	fingertapping	
4.953422584950436	7.283265083571138	fingertapping	
2.684263142769205	5.306272258997462	checkerboard	
3.356094188935061	5.306272258997462	fingertapping	
2.684263142769205	7.235782211213918	fingertapping	
4.678440675550652	9.517246102208928	tone	audio/850Hz_20s.wav
4.505630280401846	5.414044957803082	checkerboard	
2.300709470866059	10.046775896135038	checkerboard	
4.8786730815098664	10.212891224212552	fingertapping	
1.6038168096265522	8.676307952487559	tone	audio/750Hz_20s.wav
